Country,Creditor,Creditor Type,US$,source
Benin,Bondholders,Private,2222489680.8,International Debt Statistics (IDS) Database (December 2025)
Benin,Brazil,Bilateral,153185000.0,International Debt Statistics (IDS) Database (December 2025)
Benin,China,Bilateral,293856587.1,International Debt Statistics (IDS) Database (December 2025)
Benin,China,Private,71765134.2,International Debt Statistics (IDS) Database (December 2025)
Benin,Denmark,Bilateral,0.0,International Debt Statistics (IDS) Database (December 2025)
Benin,Economic Community of West African States (ECOWAS),Multilateral,73007109.3,International Debt Statistics (IDS) Database (December 2025)
Benin,European Investment Bank,Multilateral,137221028.7,International Debt Statistics (IDS) Database (December 2025)
Benin,France,Bilateral,331342610.4,International Debt Statistics (IDS) Database (December 2025)
Benin,France,Private,601398432.0,International Debt Statistics (IDS) Database (December 2025)
Benin,"Germany, Fed. Rep. of",Private,691850260.5,International Debt Statistics (IDS) Database (December 2025)
Benin,India,Bilateral,13322000.0,International Debt Statistics (IDS) Database (December 2025)
Benin,International Fund for Agricultural Dev.,Multilateral,79858570.5,International Debt Statistics (IDS) Database (December 2025)
Benin,Islamic Dev. Bank,Multilateral,369926451.2,International Debt Statistics (IDS) Database (December 2025)
Benin,Japan,Bilateral,6025620.0,International Debt Statistics (IDS) Database (December 2025)
Benin,Japan,Private,0.0,International Debt Statistics (IDS) Database (December 2025)
Benin,Kuwait,Bilateral,36567624.5,International Debt Statistics (IDS) Database (December 2025)
Benin,Netherlands,Private,112215744.6,International Debt Statistics (IDS) Database (December 2025)
Benin,Nordic Development Fund,Multilateral,12569651.1,International Debt Statistics (IDS) Database (December 2025)
Benin,Norway,Bilateral,11723986.5,International Debt Statistics (IDS) Database (December 2025)
Benin,OPEC Fund for International Dev.,Multilateral,46653000.0,International Debt Statistics (IDS) Database (December 2025)
Benin,Saudi Arabia,Bilateral,79505908.3,International Debt Statistics (IDS) Database (December 2025)
Benin,United Arab Emirates,Bilateral,296800.5,International Debt Statistics (IDS) Database (December 2025)
Benin,United Kingdom,Bilateral,82734879.3,International Debt Statistics (IDS) Database (December 2025)
Benin,United Kingdom,Private,159612440.4,International Debt Statistics (IDS) Database (December 2025)
Benin,West African Development Bank - BOAD,Multilateral,317749024.5,International Debt Statistics (IDS) Database (December 2025)
Benin,World Bank-IDA                         ,Multilateral,2317489000.0,International Debt Statistics (IDS) Database (December 2025)
Botswana,African Dev. Bank         ,Multilateral,900971841.2,International Debt Statistics (IDS) Database (December 2025)
Botswana,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,7960000.0,International Debt Statistics (IDS) Database (December 2025)
Botswana,European Development Fund (EDF),Multilateral,1693407.0,International Debt Statistics (IDS) Database (December 2025)
Botswana,France,Bilateral,0.0,International Debt Statistics (IDS) Database (December 2025)
Botswana,International Fund for Agricultural Dev.,Multilateral,236000.0,International Debt Statistics (IDS) Database (December 2025)
Botswana,Japan,Bilateral,116769869.1,International Debt Statistics (IDS) Database (December 2025)
Botswana,Kuwait,Bilateral,2964767.0,International Debt Statistics (IDS) Database (December 2025)
Botswana,Nordic Development Fund,Multilateral,355303.8,International Debt Statistics (IDS) Database (December 2025)
Botswana,Nordic Investment Bank,Multilateral,5912771.2,International Debt Statistics (IDS) Database (December 2025)
Botswana,OPEC Fund for International Dev.,Multilateral,136993000.0,International Debt Statistics (IDS) Database (December 2025)
Botswana,World Bank-IBRD                         ,Multilateral,678077000.0,International Debt Statistics (IDS) Database (December 2025)
Botswana,World Bank-IDA                         ,Multilateral,0.0,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,African Dev. Bank         ,Multilateral,619257895.1,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,165153977.6,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Austria,Private,8053552.8,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Belgium,Bilateral,7797983.4,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,China,Bilateral,98843965.4,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,"Cote D`Ivoire, Republic Of",Bilateral,46721888.8,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,"Cote D`Ivoire, Republic Of",Private,0.0,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Economic Community of West African States (ECOWAS),Multilateral,35612043.8,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,European Investment Bank,Multilateral,45301234.5,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,France,Bilateral,178870529.7,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,France,Private,39840776.1,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,"Germany, Fed. Rep. of",Private,0.0,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,India,Bilateral,3922000.0,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,International Fund for Agricultural Dev.,Multilateral,131697580.2,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Islamic Dev. Bank,Multilateral,520831221.2,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Japan,Bilateral,6664538.8,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Kuwait,Bilateral,38110082.9,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Libya,Bilateral,6460000.0,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Multiple Lenders,Private,3683000.0,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Nordic Development Fund,Multilateral,8602092.0,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,OPEC Fund for International Dev.,Multilateral,76229000.0,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Saudi Arabia,Bilateral,33894933.2,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Spain,Bilateral,1614450.6,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,Togo,Private,46533412.7,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,United Arab Emirates,Bilateral,2669026.5,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,United Arab Emirates,Private,0.0,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,United States,Private,0.0,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,West African Development Bank - BOAD,Multilateral,378749465.5,International Debt Statistics (IDS) Database (December 2025)
Burkina Faso,World Bank-IDA                         ,Multilateral,2616134000.0,International Debt Statistics (IDS) Database (December 2025)
Burundi,African Dev. Bank         ,Multilateral,26202672.8,International Debt Statistics (IDS) Database (December 2025)
Burundi,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,70682000.0,International Debt Statistics (IDS) Database (December 2025)
Burundi,China,Bilateral,37242746.1,International Debt Statistics (IDS) Database (December 2025)
Burundi,European Investment Bank,Multilateral,71894996.7,International Debt Statistics (IDS) Database (December 2025)
Burundi,India,Bilateral,59567000.0,International Debt Statistics (IDS) Database (December 2025)
Burundi,International Fund for Agricultural Dev.,Multilateral,26984131.8,International Debt Statistics (IDS) Database (December 2025)
Burundi,Kuwait,Bilateral,31290794.1,International Debt Statistics (IDS) Database (December 2025)
Burundi,Libya,Bilateral,4375000.0,International Debt Statistics (IDS) Database (December 2025)
Burundi,OPEC Fund for International Dev.,Multilateral,93805000.0,International Debt Statistics (IDS) Database (December 2025)
Burundi,Saudi Arabia,Bilateral,69717600.0,International Debt Statistics (IDS) Database (December 2025)
Burundi,World Bank-IDA                         ,Multilateral,109468000.0,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,African Dev. Bank         ,Multilateral,359962023.3,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,49403000.0,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Austria,Bilateral,6296772.9,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Austria,Private,6168988.2,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Belgium,Bilateral,6630259.8,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Belgium,Private,1105389.6,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,China,Bilateral,20699665.8,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Economic Community of West African States (ECOWAS),Multilateral,12175400.8,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,European Investment Bank,Multilateral,26504416.8,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,France,Bilateral,36143331.0,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,International Fund for Agricultural Dev.,Multilateral,29763927.2,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Japan,Bilateral,62355569.7,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Kuwait,Bilateral,9761324.8,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Nordic Development Fund,Multilateral,1068086.3,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,OPEC Fund for International Dev.,Multilateral,16130553.2,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Portugal,Bilateral,134781478.9,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Portugal,Private,408691832.1,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Saudi Arabia,Bilateral,14639733.3,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,Spain,Bilateral,26468055.3,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,World Bank-IBRD                         ,Multilateral,34472000.0,International Debt Statistics (IDS) Database (December 2025)
Cabo Verde,World Bank-IDA                         ,Multilateral,581941000.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,African Dev. Bank         ,Multilateral,1786743993.1,International Debt Statistics (IDS) Database (December 2025)
Cameroon,African Export-Import Bank,Multilateral,331885000.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,64216293.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Austria,Private,14240202.3,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Belgium,Bilateral,9435289.8,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Belgium,Private,43060327.2,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Bondholders,Private,777479500.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,China,Bilateral,3236293722.7,International Debt Statistics (IDS) Database (December 2025)
Cameroon,China,Private,68899000.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Dev. Bank of the Central African States (BDEAC),Multilateral,34237451.6,International Debt Statistics (IDS) Database (December 2025)
Cameroon,European Development Fund (EDF),Multilateral,5336829.3,International Debt Statistics (IDS) Database (December 2025)
Cameroon,European Investment Bank,Multilateral,24193903.2,International Debt Statistics (IDS) Database (December 2025)
Cameroon,France,Bilateral,954224455.5,International Debt Statistics (IDS) Database (December 2025)
Cameroon,France,Private,10410816.9,International Debt Statistics (IDS) Database (December 2025)
Cameroon,"Germany, Fed. Rep. of",Bilateral,22561791.3,International Debt Statistics (IDS) Database (December 2025)
Cameroon,"Germany, Fed. Rep. of",Private,72991591.4,International Debt Statistics (IDS) Database (December 2025)
Cameroon,India,Bilateral,126473000.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,International Fund for Agricultural Dev.,Multilateral,109994131.7,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Islamic Dev. Bank,Multilateral,837405659.6,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Japan,Bilateral,74701563.9,International Debt Statistics (IDS) Database (December 2025)
Cameroon,"Korea, Republic of",Bilateral,65868247.6,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Kuwait,Bilateral,15330410.9,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Norway,Bilateral,20382179.1,International Debt Statistics (IDS) Database (December 2025)
Cameroon,OPEC Fund for International Dev.,Multilateral,9759000.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Saudi Arabia,Bilateral,10700533.4,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Spain,Bilateral,1395242.7,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Spain,Private,42014154.900000006,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Switzerland,Bilateral,305377.3,International Debt Statistics (IDS) Database (December 2025)
Cameroon,Turkiye,Bilateral,84927000.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,United Arab Emirates,Bilateral,0.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,United Arab Emirates,Private,67570056.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,United Kingdom,Private,702164566.3,International Debt Statistics (IDS) Database (December 2025)
Cameroon,United States,Bilateral,25933000.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,United States,Private,0.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,World Bank-IBRD                         ,Multilateral,541936000.0,International Debt Statistics (IDS) Database (December 2025)
Cameroon,World Bank-IDA                         ,Multilateral,2323469000.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,African Dev. Bank         ,Multilateral,4693580.6,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Angola,Bilateral,20000000.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,15201000.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Argentina,Bilateral,10408000.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Benin,Bilateral,68245.6,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Cameroon,Bilateral,479.9,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Chad,Bilateral,372.2,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,China,Bilateral,19180184.1,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,"Congo, Rep.",Bilateral,253.4,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,"Cote D`Ivoire, Republic Of",Bilateral,205.9,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Dev. Bank of the Central African States (BDEAC),Multilateral,10818104.9,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Equatorial Guinea,Bilateral,4751378.5,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,France,Bilateral,3167606.1,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,France,Private,345953.7,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,India,Bilateral,42829000.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,International Fund for Agricultural Dev.,Multilateral,13689501.2,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Iraq,Bilateral,2652000.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Kuwait,Bilateral,20568274.1,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Libya,Bilateral,11105841.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Mali,Bilateral,53.8,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Multiple Lenders,Bilateral,60000000.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,OPEC Fund for International Dev.,Multilateral,9300000.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Russian Federation,Private,252000.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Saudi Arabia,Bilateral,72002400.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Senegal,Bilateral,240.7,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,Serbia,Private,981000.0,International Debt Statistics (IDS) Database (December 2025)
Central African Republic,World Bank-IDA                         ,Multilateral,116762000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,African Dev. Bank         ,Multilateral,108394453.8,International Debt Statistics (IDS) Database (December 2025)
Chad,Angola,Bilateral,74603000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,85094000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,Arab Fund for Economic & Social Development,Multilateral,299000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,Belgium,Bilateral,14237085.6,International Debt Statistics (IDS) Database (December 2025)
Chad,Cameroon,Bilateral,22625610.0,International Debt Statistics (IDS) Database (December 2025)
Chad,China,Bilateral,208267677.9,International Debt Statistics (IDS) Database (December 2025)
Chad,"Congo, Rep.",Bilateral,49572715.9,International Debt Statistics (IDS) Database (December 2025)
Chad,Dev. Bank of the Central African States (BDEAC),Multilateral,267219363.5,International Debt Statistics (IDS) Database (December 2025)
Chad,Equatorial Guinea,Bilateral,23756892.6,International Debt Statistics (IDS) Database (December 2025)
Chad,European Investment Bank,Multilateral,15583500.0,International Debt Statistics (IDS) Database (December 2025)
Chad,France,Bilateral,96117989.1,International Debt Statistics (IDS) Database (December 2025)
Chad,India,Bilateral,34427000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,International Fund for Agricultural Dev.,Multilateral,15058745.4,International Debt Statistics (IDS) Database (December 2025)
Chad,Islamic Dev. Bank,Multilateral,105209708.1,International Debt Statistics (IDS) Database (December 2025)
Chad,Kuwait,Bilateral,11631758.4,International Debt Statistics (IDS) Database (December 2025)
Chad,Libya,Bilateral,245780000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,Multiple Lenders,Bilateral,8000000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,OPEC Fund for International Dev.,Multilateral,23808000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,Saudi Arabia,Bilateral,50981866.7,International Debt Statistics (IDS) Database (December 2025)
Chad,Saudi Arabia,Private,2500000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,United Arab Emirates,Bilateral,650000000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,United Kingdom,Private,190837000.0,International Debt Statistics (IDS) Database (December 2025)
Chad,World Bank-IDA                         ,Multilateral,139732000.0,International Debt Statistics (IDS) Database (December 2025)
Comoros,African Dev. Bank         ,Multilateral,13986843.8,International Debt Statistics (IDS) Database (December 2025)
Comoros,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,28347000.0,International Debt Statistics (IDS) Database (December 2025)
Comoros,Bahrain,Private,0.0,International Debt Statistics (IDS) Database (December 2025)
Comoros,China,Bilateral,89859025.7,International Debt Statistics (IDS) Database (December 2025)
Comoros,Eastern & Southern African Trade & Dev. Bank (TDB),Multilateral,14303575.2,International Debt Statistics (IDS) Database (December 2025)
Comoros,France,Bilateral,2160912.0,International Debt Statistics (IDS) Database (December 2025)
Comoros,India,Bilateral,28883000.0,International Debt Statistics (IDS) Database (December 2025)
Comoros,International Fund for Agricultural Dev.,Multilateral,7658766.9,International Debt Statistics (IDS) Database (December 2025)
Comoros,Islamic Dev. Bank,Multilateral,13814696.5,International Debt Statistics (IDS) Database (December 2025)
Comoros,Kuwait,Bilateral,22666017.2,International Debt Statistics (IDS) Database (December 2025)
Comoros,OPEC Fund for International Dev.,Multilateral,6569000.0,International Debt Statistics (IDS) Database (December 2025)
Comoros,Saudi Arabia,Bilateral,38897866.7,International Debt Statistics (IDS) Database (December 2025)
Comoros,World Bank-IDA                         ,Multilateral,56828000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,African Dev. Bank         ,Multilateral,483809168.7,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,African Export-Import Bank,Multilateral,0.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Angola,Bilateral,28636000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,9607000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Belgium,Bilateral,75005463.3,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Bondholders,Private,158865000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Brazil,Bilateral,75685000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,China,Bilateral,1592656609.1,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,China,Private,1380691000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Dev. Bank of the Central African States (BDEAC),Multilateral,72861146.3,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,European Development Fund (EDF),Multilateral,1694445.9,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,European Economic Community (EEC),Multilateral,0.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,European Investment Bank,Multilateral,197391.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,France,Bilateral,212273242.5,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,France,Private,4491597.7,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,India,Bilateral,78021000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,International Fund for Agricultural Dev.,Multilateral,21844255.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Kuwait,Bilateral,53937327.6,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Libya,Bilateral,7000000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Netherlands,Private,175000000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,OPEC Fund for International Dev.,Multilateral,2535000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Russian Federation,Bilateral,31939000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Saudi Arabia,Bilateral,78802666.7,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Switzerland,Private,0.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Turkiye,Bilateral,33401673.9,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,Turkiye,Private,0.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,United Arab Emirates,Bilateral,9534377.1,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,United Arab Emirates,Private,371926.2,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,World Bank-IBRD                         ,Multilateral,221576000.0,International Debt Statistics (IDS) Database (December 2025)
Congo Republic,World Bank-IDA                         ,Multilateral,523900000.0,International Debt Statistics (IDS) Database (December 2025)
Côte d'Ivoire,Africa Finance Corporation,Private,170930733.0,International Debt Statistics (IDS) Database (December 2025)
Côte d'Ivoire,African Dev. Bank         ,Multilateral,1383725964.7,International Debt Statistics (IDS) Database (December 2025)
Côte d'Ivoire,African Export-Import Bank,Multilateral,0.0,International Debt Statistics (IDS) Database (December 2025)
Côte d'Ivoire,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,97679000.0,International Debt Statistics (IDS) Database (December 2025)
Côte d'Ivoire,Asian Infrastructure Investment Bank,Multilateral,99032103.6,International Debt Statistics (IDS) Database (December 2025)
Côte d'Ivoire,Austria,Bilateral,0.0,International Debt Statistics (IDS) Database (December 2025)
Côte d'Ivoire,Belgium,Private,285172855.5,International Debt Statistics (IDS) Database (December 2025)
Côte d'Ivoire,Bondholders,Private,10612870429.4,International Debt Statistics (IDS) Database (December 2025)
Côte d'Ivoire,China,Bilateral,3771748998.2,International Debt Statistics (IDS) Database (December 2025)
Côte d'Ivoire,China,Private,338079876.9,International Debt Statistics (IDS) Database (December 2025)
