year,indicator,Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,Congo Republic,Cote d'Ivoire,DR Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Libya,Madagascar,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe
2017,Remittances,2079929910.9,1377096.0,208022403.4,39128744.4,469651159.0,30520434.4,237118149.1,353055318.3,0.0,0.0,145241273.6,0.0,326491285.6,1412979018.1,46838608.6,29512596558.0,0.0,0.0,137070109.3,534962034.9,17252182.5,184732530.4,3105323386.8,74476563.3,106675910.1,2138159403.3,591614569.6,483277100.6,0.0,361707435.7,82961139.8,984823618.2,100914246.8,248100624.8,7220952339.8,331986560.7,50066005.2,279050213.8,26288319107.8,211886630.8,26584645.1,2360800994.1,22410314.7,51173558.7,0.0,894677524.1,2252127169.9,223363186.4,466045448.0,430998075.1,2165852677.9,1400868524.5,91769861.0,2332528216.6
2017,FDI,1428003019.4,-7182918826.5,213468905.9,261726837.4,2898640.2,286398.9,122320879.6,907665565.8,8110677.1,396670736.5,4325809.0,5297400630.3,1034743838.1,1375806017.6,186943066.0,8838842162.9,460434445.2,61260183.4,-54715510.1,5462993516.7,1619276703.6,74206242.5,2858208344.3,963209094.7,15914431.1,1466740296.7,45375062.7,296862455.3,0.0,490529107.4,94866358.5,623683635.8,769201641.3,475886302.7,2836426722.8,2984842838.0,290777593.9,357964091.6,2878477385.6,269691105.3,49989950.5,646300589.2,204134456.7,333115002.6,503044283.6,2107617618.3,5045549.4,1117464647.8,1085377869.7,94568062.0,929135881.5,964609204.4,1085353415.0,414203579.0
2018,Government Expenditure,79333946242.4,24062214533.9,2384909318.9,5998466011.5,4123920876.9,758917654.5,625602797.1,7510279835.0,445961568.1,1502511250.4,236140410.3,2434135085.3,10130787502.6,5929555357.5,879783207.3,88804873939.9,3344180710.1,650524498.9,1481756347.7,18118781874.1,3168371719.2,385800490.7,11766307505.7,2936340299.7,301087074.5,23097085150.2,1317735733.8,1315119857.1,21103128503.3,2059054145.1,1902967677.3,3633914312.0,1775993995.1,3386566470.5,35782650147.3,5516862963.5,4903699348.4,2675333547.1,58568253413.8,2606708252.2,147323196.5,5523069957.9,598388537.0,660602754.2,362497556.7,119830963055.4,3047720350.2,8441239569.7,10942860550.5,1331195091.1,14222358602.3,6442362677.5,7315770221.4,6127953181.3
2018,ODA,162710563.1,187722209.9,580229376.1,84952204.9,1271944180.8,433550880.1,86838438.1,1219038038.0,712418150.2,892700906.7,95066095.3,135709274.2,947786628.6,2842143160.2,201879606.2,2452664801.6,8866227.5,99814157.6,111348120.0,6933127042.6,128573515.0,261003019.3,893857284.0,1010138046.0,152724847.3,2551956158.5,159349947.6,732738313.2,222372555.2,787263067.6,1271109009.7,1631316899.0,561273214.8,66426649.0,830912857.3,2161971360.1,157420045.2,1291196469.5,3578309777.6,1148119490.7,71005361.3,1057945753.9,,384776509.9,2132691301.5,903539660.6,3173310254.0,1450706929.6,2853496201.4,339125257.3,937102333.6,2265969792.5,1002878450.5,649473761.7
2018,Remittances,2233456924.9,1821901.2,200661547.1,43846517.8,488027093.1,46415578.0,241626274.8,348909477.6,0.0,0.0,180372924.7,0.0,327791604.9,2060535256.9,67425971.2,30074228561.8,0.0,0.0,115411876.3,612249419.4,15386180.4,236371695.9,2947541850.5,43910314.3,127237769.3,2786923736.4,602955326.5,567395345.4,0.0,443679134.3,179907998.5,1071423204.2,75588903.7,234749645.5,7025900562.1,351014098.8,52970800.3,292754312.6,26335148228.9,267123762.1,24189355.3,2570639211.2,23417155.6,55432641.4,2006531571.7,911460273.4,2549028096.0,637543311.6,479894657.3,454034759.8,2209516108.1,1558390939.3,107239203.9,1167005202.2
2018,FDI,1649627065.9,-7448063681.7,195947751.0,282964629.5,287487590.8,944806.2,106693956.3,800312560.1,20007870.9,470052987.3,5927104.5,3995493899.0,612381217.4,1591224322.8,191493878.0,9595790708.9,522576760.7,72295358.3,28574388.7,4715321432.2,1515616594.9,91194435.9,2502524933.5,544840045.4,20443992.3,786545898.1,42360051.1,159303505.0,0.0,638181779.1,76519215.4,489618673.2,967381151.8,441927571.4,3598930606.1,1989471210.5,231316394.2,459879356.2,839794182.4,375486785.0,32248138.6,897823337.1,314623822.4,189636645.3,552405452.9,5464054509.6,120978053.0,1702937609.6,1129191492.2,-182265437.9,1148662263.8,1229138132.7,409483124.1,586783493.6
2019,Government Expenditure,83038787789.1,23688895247.9,2246075804.9,6400925697.0,4178601973.7,854648971.0,668683346.2,8075310456.8,441057061.4,1670812540.2,252985070.2,2791092899.0,10582137732.4,7198127457.1,845171581.7,88046829223.8,2743723692.9,823304001.9,1495708554.1,18840780467.9,3354665987.1,467154930.1,13489280108.8,2897008234.8,303666677.3,24226738201.8,1307152100.8,1268308141.0,23607828156.0,2301336668.1,1999708208.7,4339862809.1,1720274365.0,4401151285.8,36402162131.2,5372115235.4,5007778202.5,2893903708.2,58474874006.9,3050428041.0,127634913.5,6198062426.8,594282320.3,692609790.0,394838808.2,125060545081.2,3031753796.5,9123621211.8,11740688748.5,1212365577.6,14874788463.0,7849521615.0,7979688848.2,3319219487.7
2019,ODA,199102471.5,28903976.7,634004725.9,70371248.1,1232075055.9,546538609.6,164129994.6,1414947113.1,774394962.2,680082449.1,77592875.8,175063624.9,1226596787.7,3132128618.6,294280982.1,1757082887.0,90186067.2,331239051.3,69003601.2,6197149792.5,132282574.2,206884510.5,799348256.6,808719379.8,122602460.2,3137536568.5,148993688.2,740760189.0,212015525.9,777775518.8,1095963103.4,1969948444.0,484833310.3,22395811.4,775779436.7,2154591781.7,153986392.5,1495722697.3,3413020382.2,1221197266.8,68234943.3,1574227985.2,,452508416.6,2159337157.8,987477836.1,2622716971.5,2235777469.4,2469188204.0,422561840.4,1176832680.9,2288498079.5,1088152392.0,919251805.0
2019,Remittances,2067237765.0,4733264.3,231935204.3,61738758.4,519673691.5,0.0,233183871.8,387737372.6,0.0,0.0,177859821.9,26004279.2,343094694.3,2314982404.7,89088863.8,27576851240.6,0.0,0.0,116133152.6,635562391.5,15988569.5,300573824.1,3556914838.8,227517064.5,164250626.7,2807426443.2,577727115.9,441285316.5,0.0,432986812.0,263664460.2,1054162388.4,78805325.4,321031836.8,7185039267.9,350513376.5,70016009.1,320712867.2,24809206547.2,272519166.1,14920173.7,151347917.3,24326741.5,141840409.1,1980110201.1,910914247.3,125829845.0,760554152.8,503493840.4,531630208.0,2463624963.9,1606244389.2,112804792.3,1543189415.7
2019,FDI,1598839206.7,-5630338826.5,233233576.4,97358117.3,181254062.2,1030567.5,133023054.5,1117548832.8,29309316.3,600325918.7,4538443.5,-1414698072.4,887161501.7,1506285632.2,196201157.9,9277714658.8,650039774.7,83573697.8,125201398.2,3377405863.6,1773745495.9,77461335.1,3404358505.0,63882613.5,77851401.2,464846152.6,37968412.8,110475131.7,0.0,503759086.0,51836719.6,931996631.5,-1080212453.5,447591452.3,1775806952.0,3954032774.6,-188376902.1,745146984.4,2401907742.5,275092724.7,32475428.1,1166309534.7,264462754.9,273622749.4,561261420.4,5235973598.1,-3457035.8,1201811966.9,1413773277.3,361804561.4,973800749.7,1436093474.3,629085684.0,271716663.0
2020,Government Expenditure,80014477019.3,25501986386.0,3046604047.8,5787972586.1,4449863873.1,877571127.1,675375524.7,7211958206.3,661164047.3,2169536578.1,234748591.8,2770012065.9,12717307245.5,5984645471.8,880985249.4,87064398644.3,2476886211.1,870565639.9,1448124867.6,18831445172.3,3746251521.8,497990545.4,18996235106.2,3454735870.2,410490662.6,24558316133.1,1288198240.6,1337378544.2,20185261537.0,2275218671.6,2374759272.4,4793172506.6,1778949698.0,3983224148.1,42163733343.9,5849270774.1,5106309798.9,3108346629.6,55398917389.5,3496478960.0,137788548.9,6896039774.4,802338802.7,821060255.0,556999525.0,128982830893.4,2043852797.5,5061735310.3,12395611900.4,1777449993.8,15842568100.8,9057749492.4,8865874192.7,3272722885.3
2020,ODA,271406558.5,212966423.8,1069332414.4,83738766.7,1767608569.9,464813117.9,168543308.1,1490104808.0,917206671.6,1098709957.2,135638216.1,245958539.8,1576699817.8,4005769680.1,285436269.8,1383041474.5,9214498.8,70706967.6,114084200.5,7146309786.4,65607351.9,329083469.5,1898071692.8,1038612390.0,158665388.9,3925520771.3,194009410.7,817864783.6,222198642.6,1384067807.4,1282193168.3,1642971534.3,731426267.0,365113464.9,1860510955.8,3211835396.6,209602238.2,1947426737.7,3604583311.9,1668592410.9,114941135.4,1705140391.7,,661035475.0,3588127618.8,1327136081.2,2012954659.0,3214403923.6,2566405499.3,568842092.9,1052556406.6,3483698945.6,1459296104.9,957258090.4
2020,Remittances,2200577342.5,15440978.3,208554276.2,37809740.7,535755565.5,0.0,249798717.3,355640636.1,0.0,0.0,232832355.5,14433860.4,332238822.8,1416607111.6,70577283.6,26222036461.6,0.0,0.0,122239697.1,544370839.9,17261848.2,455710065.8,3695838808.3,32247753.0,188346825.4,3057745777.7,532142498.9,423907101.3,0.0,528015528.7,204298322.3,1046381898.2,191294983.8,310332065.5,7544223972.2,438361079.3,74482065.4,526001853.0,18375199544.8,287649559.3,10772274.9,2738166311.5,12633431.8,139198776.8,2046691654.5,894510815.5,95612365.0,678081673.7,367702792.8,659324414.2,2555868824.7,1198841325.6,193716011.8,1781164495.9
2020,FDI,1481093875.4,-3578779511.4,177362479.2,33766423.3,-100876798.6,8184179.5,72590087.4,718724575.7,38295596.8,590874052.0,3981466.8,-2266002929.6,719611236.6,1774341471.0,174340247.6,5183482461.7,820624313.3,85815450.4,42147406.0,3227521136.1,2116440075.1,207463643.9,1615251913.7,252414169.4,22598510.2,419421270.1,31836538.4,109062016.4,0.0,382100985.3,39897275.4,563364885.5,1052414800.2,244871024.6,1443605291.3,4006348754.2,-174695016.4,364155354.4,2547135411.1,156744817.1,58872883.3,1952947365.3,101340877.6,135791937.4,547357307.0,3478790081.0,19341306.1,981404423.2,772119666.9,-60020549.8,639322299.9,986447751.5,352206199.8,146184572.5
2021,Government Expenditure,72210668219.3,21591706208.3,3398810099.0,5664591542.6,5441820466.9,933711928.4,640268327.9,7637402639.5,523289320.2,2076311788.0,253300549.7,2813879632.5,13833994645.3,8960063632.1,844842283.7,89410986833.6,1916759791.7,944317753.3,1402806690.7,19083169662.1,3182842468.3,442466417.9,17379854183.3,3243009739.4,431025005.1,25408909564.1,1309177002.5,1187971595.0,22006027916.0,2059092003.6,2586344131.4,5045871277.7,1918409886.0,3609340294.6,41379932613.9,5739823319.7,5006931511.2,3418749702.2,63398630009.7,3660357317.4,155001219.7,7088620275.7,681548922.0,938756592.5,504242897.4,127628809850.2,2750513303.3,4619378574.4,13798206279.7,1744323410.9,15964150531.5,9681460915.1,8280973266.3,4967654277.4
2021,ODA,256250703.6,343159982.0,815905228.3,91077344.7,1576408137.3,541525759.8,152064889.9,1118787132.3,671173290.3,689802541.3,151524497.5,194648532.8,1470864053.6,3833853767.9,190987388.3,6813959119.2,15772116.2,47322425.5,123100557.8,5547146396.6,92032008.3,248608652.8,984850775.9,768570917.8,168015913.6,3032965049.4,172082604.1,682833862.9,399641298.4,1059244252.7,1012151973.6,1375770204.4,429729173.2,328530747.6,900373176.7,2600935965.2,187036785.1,1676144206.6,3614735897.9,1377748790.8,79841097.3,1374301298.7,,558107074.9,2624511280.0,969430574.9,2212546288.4,5130521019.4,2847105580.6,325851838.1,1122966220.2,2629717396.0,1315510275.6,767842924.7
2021,Remittances,2140972814.1,18704980.2,223336224.6,54430291.8,556577329.1,44024248.1,306608326.1,427197848.5,,,286336289.9,,417369798.1,1461550004.4,86536967.6,26037662929.1,,,130118218.6,623672340.5,13274759.4,555154379.4,3344100177.7,450549272.9,180031504.3,3638216444.1,484704385.7,385386744.4,,444392090.2,226917504.9,1098296729.1,13327476.0,305307909.1,9985642775.8,523849830.0,47725152.2,333658646.3,20978066199.8,409986154.1,12113398.4,2647408265.0,11255679.6,186113172.9,1901057527.1,864088478.8,141718190.5,1524793750.2,631396423.3,647190614.2,3167270024.3,1132003054.4,296932634.8,1561863990.6
2021,FDI,1038935712.3,-6449323545.8,334630749.2,52093639.2,136398816.5,7243850.4,106092664.2,957036384.7,31036275.1,536984467.3,4001651.0,3705629675.6,1320236404.9,1819156740.5,181662041.1,4235802738.3,606067556.8,80475532.8,111114682.0,5934359058.6,1550135557.0,255552639.4,2096436396.9,258884713.5,24087040.3,447141548.0,-12013537.3,52074077.0,,361341745.6,40686484.4,621188080.8,1082620247.2,283698673.4,2006339018.9,6110491279.8,666458793.6,561710575.2,3567382046.7,222064737.4,67477947.3,2223428692.1,131882936.9,170044346.3,499096082.8,38508050762.6,70859095.3,712470411.8,1022195279.1,124718927.0,547504253.4,1150516875.3,-1011219869.0,130812019.4
2022,Government Expenditure,62669564366.6,24838643867.4,3540838757.6,6007522579.8,6296730228.9,1220353228.9,665720033.5,8371205175.9,478159960.8,1916912333.9,230745516.4,3094044000.1,15558905915.6,12256401244.3,741257288.2,92177770773.9,1892989275.5,983663232.2,1453043884.4,18675416865.8,3080226849.1,466709490.9,16754636351.1,3052715140.1,389049113.0,26355518785.2,1209224558.8,1252437899.1,23774618520.2,3117031106.8,2686001281.7,4892449134.7,2683847413.4,3769901562.1,41845140427.1,6519664321.5,4895769838.9,3430336852.5,70028841828.2,3930318877.6,145583110.8,7747928608.5,616526229.0,1031881998.2,749756867.3,128289884817.9,1918807140.8,5635521266.6,14819437345.3,2146491806.6,17167131439.4,9756273321.0,8075070428.3,5276391460.6
2023,Government Expenditure,78315621120.0,25592275470.0,3605018760.0,6570516120.0,5987480840.0,1124397120.0,750543480.0,7896700000.0,460277280.0,2116077800.0,279278640.0,3266611080.0,16104363940.0,12713742000.0,791071160.0,101806058900.0,1853402250.0,954348020.0,1480775040.0,19285615480.0,3495133600.0,496067220.0,16321723780.0,3623616000.0,382891170.0,26912376600.0,1253007440.0,1217212500.0,25436034770.0,2808308340.0,2744257950.0,5287699760.0,2643354300.0,4104223300.0,44158726390.0,6647416010.0,4930211880.0,3840188700.0,72165312450.0,3762980820.0,173918750.0,8174906640.0,698938500.0,882745600.0,727351120.0,133438596300.0,1871572920.0,5877824250.0,15536371480.0,2140887850.0,15969692700.0,9643714560.0,8283683280.0,5547112230.0
