iso_code,year,value,indicator
GUY,2020,3.55981,MALARIA_EST_MORTALITY
HTI,2000,2.44653,MALARIA_EST_MORTALITY
HTI,2001,2.44433,MALARIA_EST_MORTALITY
HTI,2002,2.4421,MALARIA_EST_MORTALITY
HTI,2003,2.45236,MALARIA_EST_MORTALITY
HTI,2004,2.44963,MALARIA_EST_MORTALITY
HTI,2005,2.44667,MALARIA_EST_MORTALITY
HTI,2006,2.47939,MALARIA_EST_MORTALITY
HTI,2007,2.20432,MALARIA_EST_MORTALITY
HTI,2008,2.65709,MALARIA_EST_MORTALITY
HTI,2009,2.44466,MALARIA_EST_MORTALITY
HTI,2010,2.45249,MALARIA_EST_MORTALITY
HTI,2011,2.30501,MALARIA_EST_MORTALITY
HTI,2012,1.82347,MALARIA_EST_MORTALITY
HTI,2013,1.72188,MALARIA_EST_MORTALITY
HTI,2014,0.89128,MALARIA_EST_MORTALITY
HTI,2015,0.85813,MALARIA_EST_MORTALITY
HTI,2016,0.94996,MALARIA_EST_MORTALITY
HTI,2017,0.85611,MALARIA_EST_MORTALITY
HTI,2018,0.40251,MALARIA_EST_MORTALITY
HTI,2019,0.4472,MALARIA_EST_MORTALITY
HTI,2020,0.95217,MALARIA_EST_MORTALITY
HND,2000,0.38622,MALARIA_EST_MORTALITY
HND,2001,0.24526,MALARIA_EST_MORTALITY
HND,2002,0.17526,MALARIA_EST_MORTALITY
HND,2003,0.13982,MALARIA_EST_MORTALITY
HND,2004,0.1819,MALARIA_EST_MORTALITY
HND,2005,0.16281,MALARIA_EST_MORTALITY
HND,2006,0.11569,MALARIA_EST_MORTALITY
HND,2007,0.09897,MALARIA_EST_MORTALITY
HND,2008,0.083,MALARIA_EST_MORTALITY
HND,2009,0.10836,MALARIA_EST_MORTALITY
HND,2010,0.09291,MALARIA_EST_MORTALITY
HND,2011,0.06509,MALARIA_EST_MORTALITY
HND,2012,0.05111,MALARIA_EST_MORTALITY
HND,2013,0.06274,MALARIA_EST_MORTALITY
HND,2014,0.03698,MALARIA_EST_MORTALITY
HND,2015,0.04846,MALARIA_EST_MORTALITY
HND,2016,0.05954,MALARIA_EST_MORTALITY
HND,2017,0.0,MALARIA_EST_MORTALITY
HND,2018,0.0,MALARIA_EST_MORTALITY
HND,2019,0.0,MALARIA_EST_MORTALITY
HND,2020,0.0,MALARIA_EST_MORTALITY
IND,2000,2.98927,MALARIA_EST_MORTALITY
IND,2001,2.85511,MALARIA_EST_MORTALITY
IND,2002,2.66935,MALARIA_EST_MORTALITY
IND,2003,2.68263,MALARIA_EST_MORTALITY
IND,2004,2.9575,MALARIA_EST_MORTALITY
IND,2005,3.04002,MALARIA_EST_MORTALITY
IND,2006,2.55815,MALARIA_EST_MORTALITY
IND,2007,2.5097,MALARIA_EST_MORTALITY
IND,2008,2.66457,MALARIA_EST_MORTALITY
IND,2009,2.81286,MALARIA_EST_MORTALITY
IND,2010,2.64646,MALARIA_EST_MORTALITY
IND,2011,2.19521,MALARIA_EST_MORTALITY
IND,2012,1.72243,MALARIA_EST_MORTALITY
IND,2013,1.39879,MALARIA_EST_MORTALITY
IND,2014,1.66057,MALARIA_EST_MORTALITY
IND,2015,1.77209,MALARIA_EST_MORTALITY
IND,2016,1.8129,MALARIA_EST_MORTALITY
IND,2017,1.30278,MALARIA_EST_MORTALITY
IND,2018,0.76461,MALARIA_EST_MORTALITY
IND,2019,0.60316,MALARIA_EST_MORTALITY
IND,2020,0.5693,MALARIA_EST_MORTALITY
IDN,2000,0.79522,MALARIA_EST_MORTALITY
IDN,2001,0.79514,MALARIA_EST_MORTALITY
IDN,2002,0.79546,MALARIA_EST_MORTALITY
IDN,2003,0.79525,MALARIA_EST_MORTALITY
IDN,2004,0.66462,MALARIA_EST_MORTALITY
IDN,2005,0.79058,MALARIA_EST_MORTALITY
IDN,2006,0.9271,MALARIA_EST_MORTALITY
IDN,2007,0.79527,MALARIA_EST_MORTALITY
IDN,2008,0.79543,MALARIA_EST_MORTALITY
IDN,2009,0.79541,MALARIA_EST_MORTALITY
IDN,2010,1.44107,MALARIA_EST_MORTALITY
IDN,2011,1.27409,MALARIA_EST_MORTALITY
IDN,2012,1.24008,MALARIA_EST_MORTALITY
IDN,2013,1.05478,MALARIA_EST_MORTALITY
IDN,2014,0.80665,MALARIA_EST_MORTALITY
IDN,2015,0.69393,MALARIA_EST_MORTALITY
IDN,2016,0.78606,MALARIA_EST_MORTALITY
IDN,2017,0.53618,MALARIA_EST_MORTALITY
IDN,2018,0.38966,MALARIA_EST_MORTALITY
IDN,2019,0.43898,MALARIA_EST_MORTALITY
IDN,2020,0.52756,MALARIA_EST_MORTALITY
IRN,2000,0.597,MALARIA_EST_MORTALITY
IRN,2001,0.29479,MALARIA_EST_MORTALITY
IRN,2002,0.29113,MALARIA_EST_MORTALITY
IRN,2003,0.71887,MALARIA_EST_MORTALITY
IRN,2004,0.14205,MALARIA_EST_MORTALITY
IRN,2005,0.1404,MALARIA_EST_MORTALITY
IRN,2006,0.13882,MALARIA_EST_MORTALITY
IRN,2007,0.41189,MALARIA_EST_MORTALITY
IRN,2008,0.40741,MALARIA_EST_MORTALITY
IRN,2009,0.0,MALARIA_EST_MORTALITY
IRN,2010,0.0,MALARIA_EST_MORTALITY
IRN,2011,0.0,MALARIA_EST_MORTALITY
IRN,2012,0.0,MALARIA_EST_MORTALITY
IRN,2013,0.0,MALARIA_EST_MORTALITY
IRN,2014,0.0,MALARIA_EST_MORTALITY
IRN,2015,0.12478,MALARIA_EST_MORTALITY
IRN,2016,0.0,MALARIA_EST_MORTALITY
IRN,2017,0.12141,MALARIA_EST_MORTALITY
IRN,2018,0.0,MALARIA_EST_MORTALITY
IRN,2019,0.0,MALARIA_EST_MORTALITY
IRQ,2005,0.0,MALARIA_EST_MORTALITY
IRQ,2006,0.0,MALARIA_EST_MORTALITY
IRQ,2007,0.0,MALARIA_EST_MORTALITY
IRQ,2008,0.0,MALARIA_EST_MORTALITY
IRQ,2009,0.0,MALARIA_EST_MORTALITY
IRQ,2010,0.0,MALARIA_EST_MORTALITY
IRQ,2011,0.0,MALARIA_EST_MORTALITY
IRQ,2012,0.0,MALARIA_EST_MORTALITY
IRQ,2013,0.0,MALARIA_EST_MORTALITY
IRQ,2014,0.0,MALARIA_EST_MORTALITY
IRQ,2015,0.0,MALARIA_EST_MORTALITY
KAZ,2015,0.0,MALARIA_EST_MORTALITY
KAZ,2016,0.0,MALARIA_EST_MORTALITY
KAZ,2017,0.0,MALARIA_EST_MORTALITY
KEN,2000,37.23186,MALARIA_EST_MORTALITY
KEN,2001,41.60912,MALARIA_EST_MORTALITY
KEN,2002,39.91497,MALARIA_EST_MORTALITY
KEN,2003,37.54746,MALARIA_EST_MORTALITY
KEN,2004,32.74004,MALARIA_EST_MORTALITY
KEN,2005,28.46971,MALARIA_EST_MORTALITY
KEN,2006,26.15738,MALARIA_EST_MORTALITY
KEN,2007,25.29845,MALARIA_EST_MORTALITY
KEN,2008,24.41195,MALARIA_EST_MORTALITY
KEN,2009,24.09429,MALARIA_EST_MORTALITY
KEN,2010,23.87065,MALARIA_EST_MORTALITY
KEN,2011,24.01903,MALARIA_EST_MORTALITY
KEN,2012,23.39014,MALARIA_EST_MORTALITY
KEN,2013,22.93279,MALARIA_EST_MORTALITY
KEN,2014,22.77085,MALARIA_EST_MORTALITY
KEN,2015,22.68666,MALARIA_EST_MORTALITY
KEN,2016,23.03292,MALARIA_EST_MORTALITY
KEN,2017,23.58568,MALARIA_EST_MORTALITY
KEN,2018,23.05781,MALARIA_EST_MORTALITY
KEN,2019,22.78504,MALARIA_EST_MORTALITY
KEN,2020,23.51812,MALARIA_EST_MORTALITY
KGZ,2000,0.0,MALARIA_EST_MORTALITY
KGZ,2001,0.0,MALARIA_EST_MORTALITY
KGZ,2002,0.0,MALARIA_EST_MORTALITY
KGZ,2003,0.0,MALARIA_EST_MORTALITY
KGZ,2004,0.0,MALARIA_EST_MORTALITY
KGZ,2005,0.0,MALARIA_EST_MORTALITY
KGZ,2006,0.0,MALARIA_EST_MORTALITY
KGZ,2007,0.0,MALARIA_EST_MORTALITY
KGZ,2008,0.0,MALARIA_EST_MORTALITY
KGZ,2009,0.0,MALARIA_EST_MORTALITY
KGZ,2010,0.0,MALARIA_EST_MORTALITY
KGZ,2011,0.0,MALARIA_EST_MORTALITY
KGZ,2012,0.0,MALARIA_EST_MORTALITY
KGZ,2013,0.0,MALARIA_EST_MORTALITY
KGZ,2014,0.0,MALARIA_EST_MORTALITY
KGZ,2015,0.0,MALARIA_EST_MORTALITY
KGZ,2016,0.0,MALARIA_EST_MORTALITY
KGZ,2017,0.0,MALARIA_EST_MORTALITY
KGZ,2018,0.0,MALARIA_EST_MORTALITY
KGZ,2019,0.0,MALARIA_EST_MORTALITY
LAO,2000,7.97795,MALARIA_EST_MORTALITY
LAO,2001,5.39999,MALARIA_EST_MORTALITY
LAO,2002,4.33816,MALARIA_EST_MORTALITY
LAO,2003,3.79082,MALARIA_EST_MORTALITY
LAO,2004,3.39412,MALARIA_EST_MORTALITY
LAO,2005,2.87354,MALARIA_EST_MORTALITY
LAO,2006,4.04346,MALARIA_EST_MORTALITY
LAO,2007,3.7176,MALARIA_EST_MORTALITY
LAO,2008,3.30547,MALARIA_EST_MORTALITY
LAO,2009,3.75073,MALARIA_EST_MORTALITY
LAO,2010,3.3521,MALARIA_EST_MORTALITY
LAO,2011,2.21018,MALARIA_EST_MORTALITY
LAO,2012,5.18885,MALARIA_EST_MORTALITY
LAO,2013,3.67247,MALARIA_EST_MORTALITY
LAO,2014,3.87851,MALARIA_EST_MORTALITY
LAO,2015,2.2807,MALARIA_EST_MORTALITY
LAO,2016,0.89833,MALARIA_EST_MORTALITY
LAO,2017,0.58044,MALARIA_EST_MORTALITY
LAO,2018,0.62596,MALARIA_EST_MORTALITY
LAO,2019,0.29486,MALARIA_EST_MORTALITY
LAO,2020,0.1849,MALARIA_EST_MORTALITY
LBR,2000,244.62453,MALARIA_EST_MORTALITY
LBR,2001,224.92085,MALARIA_EST_MORTALITY
LBR,2002,199.98499,MALARIA_EST_MORTALITY
LBR,2003,173.08758,MALARIA_EST_MORTALITY
LBR,2004,144.14856,MALARIA_EST_MORTALITY
LBR,2005,119.54207,MALARIA_EST_MORTALITY
GLOBAL,2013,15.98047,MALARIA_EST_MORTALITY
GLOBAL,2014,15.22319,MALARIA_EST_MORTALITY
GLOBAL,2015,14.81071,MALARIA_EST_MORTALITY
GLOBAL,2016,14.68922,MALARIA_EST_MORTALITY
GLOBAL,2017,14.68354,MALARIA_EST_MORTALITY
GLOBAL,2018,14.06576,MALARIA_EST_MORTALITY
GLOBAL,2019,13.848,MALARIA_EST_MORTALITY
GLOBAL,2020,15.33973,MALARIA_EST_MORTALITY
WPR,2000,0.9188,MALARIA_EST_MORTALITY
WPR,2001,0.78158,MALARIA_EST_MORTALITY
WPR,2002,0.68506,MALARIA_EST_MORTALITY
WPR,2003,0.7354,MALARIA_EST_MORTALITY
WPR,2004,0.81681,MALARIA_EST_MORTALITY
WPR,2005,0.64645,MALARIA_EST_MORTALITY
WPR,2006,0.69599,MALARIA_EST_MORTALITY
WPR,2007,0.54333,MALARIA_EST_MORTALITY
WPR,2008,0.49822,MALARIA_EST_MORTALITY
WPR,2009,0.6567,MALARIA_EST_MORTALITY
WPR,2010,0.48222,MALARIA_EST_MORTALITY
WPR,2011,0.4125,MALARIA_EST_MORTALITY
WPR,2012,0.46854,MALARIA_EST_MORTALITY
WPR,2013,0.53883,MALARIA_EST_MORTALITY
WPR,2014,0.50885,MALARIA_EST_MORTALITY
WPR,2015,0.32778,MALARIA_EST_MORTALITY
WPR,2016,0.39094,MALARIA_EST_MORTALITY
WPR,2017,0.40091,MALARIA_EST_MORTALITY
WPR,2018,0.39209,MALARIA_EST_MORTALITY
WPR,2019,0.33382,MALARIA_EST_MORTALITY
WPR,2020,0.4195,MALARIA_EST_MORTALITY
