date,Africa (median),Algeria,Angola,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,Congo Republic,Côte d'Ivoire,DR Congo,Djibouti,Egypt,Eswatini,Ethiopia,Gambia,Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Libya,Madagascar,Malawi,Mali,Mauritania,Morocco,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Sierra Leone,Somalia,South Sudan,Sudan,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe
2023-12-21,24.759999999999998,22.28,14.23,19.21,,29.8,24.84,35.56,32.38,44.75,28.95,21.03,15.04,,24.24,16.81,16.81,,24.68,15.69,48.06,30.84,25.86,32.86,34.6,15.78,29.19,28.75,,26.25,18.51,22.93,5.79,,40.41,24.0,16.78,26.23,52.65,80.56,27.38,32.24,7.27,19.73,15.15,16.53,15.37,29.07
2023-12-22,24.64,22.29,14.75,19.21,,29.8,24.6,35.88,32.22,44.88,28.95,20.67,15.02,,24.24,16.78,16.81,,24.68,15.69,48.32,30.84,26.52,32.86,34.6,16.27,29.13,29.46,,26.38,18.51,22.7,5.87,,40.35,24.0,16.78,26.23,52.74,80.55,27.38,32.24,7.34,19.73,14.79,16.53,14.86,29.23
2023-12-23,24.64,22.29,14.93,19.21,,29.8,24.6,36.13,32.0,44.8,28.95,20.86,14.99,,24.24,16.81,16.81,,24.68,15.69,48.76,30.84,26.22,32.86,34.6,16.27,28.91,29.6,,25.69,18.12,22.45,5.93,,40.37,24.0,16.78,26.23,53.13,80.47,27.37,32.24,7.29,19.73,14.79,16.53,14.79,28.83
2023-12-24,24.46,22.27,15.04,19.3,,29.81,24.12,36.13,32.06,44.93,28.79,20.98,15.18,,24.24,16.8,16.72,,24.68,15.76,48.43,30.84,26.25,32.8,34.6,16.28,28.81,30.0,,24.98,18.13,21.63,5.76,,40.42,24.0,16.81,26.24,52.97,80.55,27.37,32.24,7.2,19.74,14.77,16.53,15.07,29.08
2023-12-25,24.46,22.27,15.03,19.3,,29.71,23.21,36.27,32.04,45.03,28.79,21.16,15.12,,24.24,16.82,16.7,,24.68,15.76,48.91,30.84,26.44,32.8,34.6,16.28,28.8,30.17,,25.46,18.13,21.85,5.77,,40.49,24.0,16.48,26.24,52.88,80.57,27.37,32.25,7.18,19.72,14.75,16.53,15.08,29.8
2023-12-26,24.69,22.27,14.78,19.3,,29.71,23.16,,32.02,45.28,28.79,21.07,15.28,,24.24,16.82,16.7,,24.69,15.76,47.53,30.84,25.01,32.8,34.6,16.28,28.67,30.47,,25.83,18.13,,,,40.52,24.0,16.46,26.24,52.67,80.69,27.37,32.26,7.26,19.72,14.67,16.53,15.11,29.79
2023-12-27,24.69,22.27,14.77,19.3,,29.71,23.12,,32.23,45.43,28.79,20.71,15.32,,24.24,16.82,16.7,,24.69,15.76,47.75,30.84,24.82,32.8,34.6,16.28,28.96,30.57,,25.44,18.13,,,,40.58,24.0,16.23,26.24,53.05,80.77,27.37,32.25,7.26,19.72,14.54,16.53,15.2,28.55
2023-12-28,24.55,22.27,14.54,19.3,,29.71,23.12,,31.94,45.52,28.79,20.68,15.56,,24.24,16.82,16.7,,24.69,15.76,47.7,30.84,24.55,32.65,34.6,16.28,28.83,31.14,,25.6,18.13,,,,40.69,24.0,16.06,26.24,53.53,80.79,27.37,32.25,7.31,19.72,14.54,16.52,15.45,28.54
2023-12-29,24.575000000000003,22.27,14.21,19.3,,29.71,23.12,,31.98,45.53,28.79,20.89,15.64,,24.24,16.82,16.7,,24.69,15.76,47.99,30.84,24.46,32.67,34.6,16.28,28.73,31.47,,25.62,18.13,,,,40.72,24.0,16.06,26.24,53.78,80.8,27.33,32.25,7.38,19.72,14.54,16.52,15.39,28.35
2023-12-30,24.6,22.27,14.25,19.3,,29.72,23.12,,32.17,45.62,28.79,20.72,15.55,,24.24,16.82,16.7,,24.69,15.76,47.68,30.86,24.51,32.67,34.6,16.28,28.81,31.38,,25.56,18.13,,,,40.85,24.0,16.03,26.24,53.74,80.8,27.33,32.25,7.35,19.7,14.54,16.52,15.3,28.55
2023-12-31,24.24,22.27,14.41,19.3,,29.72,23.12,,32.24,45.77,28.79,20.69,15.46,,24.24,16.82,16.7,,24.69,15.76,47.81,30.91,24.14,32.67,34.6,16.28,28.55,,,25.44,18.13,,,,41.0,24.0,16.03,26.24,52.95,80.94,27.33,32.25,7.42,19.56,14.54,16.52,15.33,28.2
2024-01-01,24.525,22.29,,19.38,,29.65,23.1,,32.45,45.85,30.86,20.19,15.6,,24.4,16.84,16.75,,24.65,15.79,47.95,30.9,23.94,32.81,34.6,16.26,28.44,,,25.78,18.11,,,,41.08,23.97,16.08,26.18,52.94,80.89,27.24,32.41,7.42,19.42,14.54,16.52,15.4,27.68
2024-01-02,24.525,22.3,,19.38,,29.65,23.1,,32.67,45.76,30.86,19.96,15.65,,24.4,16.83,16.76,,24.65,15.79,47.69,30.9,23.95,32.83,34.6,16.26,28.01,,,26.82,18.02,,,,41.27,23.97,16.08,26.18,52.57,80.86,27.24,32.4,7.55,19.4,14.58,16.52,14.63,26.22
2024-01-03,24.525,22.42,,19.38,,29.64,23.09,,32.85,45.83,30.86,20.07,15.6,,24.4,16.81,15.83,,24.65,15.77,47.94,30.84,23.96,32.96,34.6,16.26,28.05,,,26.5,17.35,,,,41.34,23.97,16.11,26.0,51.85,80.94,27.24,32.4,7.6,19.41,14.59,16.52,14.59,25.66
2024-01-04,24.505,22.42,,19.38,,29.65,23.11,,32.8,45.81,30.87,19.02,15.71,,24.38,16.75,16.0,,24.63,15.78,47.63,30.84,23.42,32.94,34.6,16.29,27.51,,,26.42,17.35,,,,41.53,23.98,18.03,26.02,51.5,81.02,27.27,32.41,7.66,19.56,14.59,16.52,14.55,26.05
2024-01-05,24.38,22.42,,19.38,,29.65,23.11,,32.92,45.78,30.87,19.27,15.75,,24.38,16.72,16.0,,24.63,15.78,47.71,30.83,23.65,32.94,34.6,16.29,27.51,,,26.28,17.35,,,,41.56,23.98,18.03,26.02,51.12,81.02,27.32,32.41,7.56,19.56,14.59,16.52,14.6,26.31
2024-01-06,24.18,22.83,,19.38,,29.65,23.11,,32.87,,30.87,18.8,15.68,,24.38,16.72,16.0,,24.63,15.77,47.82,30.83,23.56,32.94,34.6,16.29,27.43,,,25.65,17.34,,,,41.66,23.98,18.03,26.02,51.28,81.07,27.32,32.41,7.58,19.56,14.58,16.52,14.65,26.3
2024-01-07,24.38,22.83,,19.38,,29.65,23.11,,33.04,,30.87,18.91,15.61,,24.38,16.72,16.03,,24.63,15.77,48.46,31.09,23.01,33.2,34.6,16.29,27.02,,,25.24,17.35,,,,41.58,23.98,18.03,26.03,52.02,80.97,27.32,32.41,7.55,19.63,14.39,16.52,14.88,26.01
2024-01-08,24.38,22.83,,19.38,,29.65,23.12,,33.18,,30.87,18.83,15.42,,24.38,16.72,16.03,,24.63,15.77,48.42,31.08,22.9,33.19,34.6,16.29,26.66,,,25.76,17.35,,,,41.63,23.98,18.0,26.03,52.21,81.01,27.32,32.42,7.61,19.64,14.38,16.52,14.86,25.52
2024-01-09,24.18,23.1,,19.38,,29.65,23.12,,33.56,,30.87,18.96,15.14,,24.38,16.76,16.03,,24.63,15.77,47.46,31.1,22.94,33.19,34.6,16.29,26.34,,,25.06,17.35,,,,41.78,23.98,18.0,26.04,52.56,81.08,27.32,32.42,7.54,19.6,14.38,16.53,15.18,25.51
2024-01-10,24.18,23.1,,19.38,,29.68,23.13,,33.44,,30.87,19.28,14.98,,24.38,16.76,16.3,,24.63,15.77,47.84,31.1,22.7,33.13,34.6,16.28,26.31,,,24.99,17.35,,,,41.81,23.98,18.11,26.04,52.51,81.07,27.33,32.38,7.46,19.59,14.38,16.53,15.23,24.97
2024-01-11,24.17,23.13,,19.37,,29.68,23.13,,33.1,,30.86,19.11,14.92,,24.79,16.77,16.43,,24.62,15.77,47.39,31.09,23.02,33.33,34.6,16.24,26.17,,,24.36,17.35,,,,41.86,23.98,18.15,26.05,52.82,81.26,27.35,32.36,7.34,19.46,14.37,16.54,15.6,25.65
2024-01-12,23.98,23.13,,19.37,,29.68,23.13,,33.57,,30.86,19.16,14.94,,24.79,16.77,16.43,,24.62,15.77,,31.09,22.75,33.33,34.6,16.24,26.4,,,24.03,17.35,,,,42.02,23.98,18.15,26.07,53.11,81.18,27.35,32.38,7.37,19.47,14.37,16.53,15.48,25.21
2024-01-13,23.14,23.14,,19.37,,29.68,23.13,,33.59,,28.66,19.1,14.66,,24.79,16.77,16.49,,24.62,15.7,,31.08,22.98,33.35,34.6,16.18,26.54,,,24.02,17.34,,,,42.04,19.28,18.0,26.06,52.77,81.21,27.31,32.36,7.49,19.47,14.38,16.53,15.09,24.76
2024-01-14,23.34,23.14,,19.37,,29.68,23.13,,33.22,,28.66,18.39,14.62,,24.79,16.81,16.5,,24.62,15.7,,31.08,23.34,33.36,34.6,16.18,26.25,,,24.24,17.34,,,,42.22,19.28,18.0,26.13,52.35,81.35,27.31,32.35,7.53,19.52,14.12,16.53,15.15,24.77
2024-01-15,23.355,23.15,,19.31,,29.57,23.17,,33.17,,28.69,18.41,14.47,,24.76,16.83,16.33,,24.63,15.73,,31.09,23.54,33.11,34.6,16.22,26.06,,,24.55,17.34,,,,4.15,19.28,18.19,26.15,52.18,81.35,27.35,32.35,7.45,19.66,14.19,16.53,15.3,24.79
2024-01-16,24.12,23.27,,19.34,,29.57,23.33,,33.16,,28.69,18.88,14.17,,24.76,16.85,16.35,,24.63,15.73,,31.09,24.12,33.11,34.6,16.22,26.02,,,24.82,17.34,,,,42.48,19.28,18.19,26.17,51.65,81.44,26.73,32.35,7.46,19.72,14.24,16.53,15.37,24.38
2024-01-17,23.845,23.26,,19.34,,29.18,23.33,,32.96,,28.69,18.88,14.08,,24.82,16.85,16.41,,24.65,15.67,,31.06,,36.16,34.6,16.26,26.47,,,24.47,17.08,,,,42.54,19.33,18.19,26.24,51.47,81.48,26.96,31.77,7.46,19.68,15.0,16.53,15.33,24.36
2024-01-18,23.71,23.27,,19.34,,29.17,23.34,,33.07,,28.69,18.71,14.43,,24.82,16.85,16.41,,24.65,15.67,,31.07,,36.12,34.6,16.26,26.5,,,24.54,17.18,,,,42.56,19.33,18.19,26.25,50.89,81.43,26.93,31.77,7.41,19.72,15.0,16.53,15.58,24.08
2024-01-19,23.7,23.27,,19.34,,29.17,23.34,,33.19,,28.69,18.99,14.33,,24.82,16.85,16.39,,24.65,15.69,,31.07,,36.16,34.6,16.23,26.24,,,24.94,17.2,,,,42.59,19.33,18.19,26.26,51.23,81.47,26.9,31.77,7.38,19.72,15.0,16.53,15.6,24.06
2024-01-20,23.44,23.27,,19.34,,29.17,23.34,,33.04,,28.69,19.06,14.4,,24.82,16.85,16.41,,24.65,15.69,,31.07,,36.12,34.6,16.23,26.26,,,24.69,17.28,,,,42.68,19.33,18.19,26.41,50.82,81.44,26.9,31.75,7.46,19.77,14.99,16.53,,23.44
2024-01-21,23.39,23.28,,19.32,,29.14,23.26,,33.33,,28.69,19.33,14.65,,24.89,16.86,16.46,,24.63,15.69,,31.09,,36.22,34.6,16.18,26.59,,,24.36,17.61,,,,42.75,19.33,18.19,26.49,51.27,81.5,26.92,31.75,7.38,19.74,14.99,16.53,,23.39
2024-01-22,23.6,23.27,,19.32,,29.14,23.27,,33.35,,28.69,19.18,14.69,,24.89,16.86,16.56,,24.63,15.69,,31.09,,36.22,34.6,16.18,27.11,,,25.6,17.63,,,,42.82,19.33,18.19,26.5,50.91,81.54,26.78,31.75,7.51,19.74,15.0,16.51,,23.6
2024-01-23,23.79,23.27,,19.32,,29.14,23.28,,33.31,,28.69,19.35,14.93,,24.89,16.86,16.69,,24.63,15.68,,31.09,,36.26,34.6,16.18,27.25,,,26.12,17.8,,,,43.04,19.32,18.33,26.52,50.44,81.8,26.78,31.75,7.5,19.81,15.01,16.52,,23.79
2024-01-24,23.74,23.25,,19.32,,29.16,23.57,,33.74,,28.69,19.16,14.78,,24.88,16.87,16.71,,24.65,15.68,,31.09,,36.02,34.6,16.17,27.38,,,25.86,17.88,,,,42.98,19.31,19.31,26.53,50.26,81.96,26.82,31.74,7.62,19.91,15.09,16.49,,23.74
2024-01-25,23.8,23.25,,19.32,,29.33,23.57,,33.77,,28.69,19.47,14.87,,24.88,16.86,16.73,,24.79,15.71,,31.09,,35.99,34.6,16.18,27.48,,,26.18,17.87,,,,43.04,19.31,19.31,26.54,51.03,81.88,26.84,31.74,7.65,19.91,15.09,16.43,,23.8
2024-01-26,23.57,23.25,,19.32,,29.32,23.57,,33.57,,28.69,19.82,14.91,,24.88,16.86,16.73,,24.79,15.71,,31.09,,35.99,34.6,16.18,27.48,,,26.94,17.87,,,,43.17,19.31,19.31,26.54,51.07,81.94,26.97,31.74,7.56,19.91,15.09,16.43,,23.57
2024-01-27,23.59,23.25,,19.33,,29.31,23.59,,33.73,,28.69,19.58,14.75,,24.38,16.87,16.67,,24.77,15.71,,31.1,,35.76,34.6,16.17,27.41,,,26.72,17.87,,,,43.11,19.31,19.32,26.56,50.8,82.07,26.97,31.74,7.46,20.03,15.1,16.22,,22.76
2024-01-28,23.64,23.25,,19.33,,29.31,23.64,,33.97,,28.69,19.22,14.55,,24.38,16.87,16.71,,24.77,15.71,,31.1,,35.84,34.6,16.17,27.55,,,27.25,17.85,,,,43.16,19.31,19.32,26.56,50.57,82.21,26.95,31.74,7.51,20.03,15.16,16.22,,22.78
2024-01-29,24.14,23.25,,19.33,,29.31,23.9,,33.76,,28.69,19.09,14.74,,24.38,16.88,16.71,,24.77,15.71,,31.1,,35.85,34.6,16.17,27.23,,,27.48,17.86,,,,43.2,19.31,19.38,26.56,50.68,82.27,26.95,31.75,7.44,20.03,15.14,16.22,,22.41
2024-01-30,24.38,23.25,,19.33,,29.31,23.91,,33.28,,28.69,19.09,14.73,,24.38,16.87,24.52,,24.77,15.71,,31.1,,35.81,34.6,16.17,27.5,,,27.6,17.88,,,,43.33,19.32,19.41,26.56,51.17,82.36,26.95,31.76,7.42,20.03,15.12,16.07,,23.03
2024-01-31,23.91,23.25,,19.33,,29.31,23.91,,33.45,,28.69,19.21,14.99,,24.4,16.87,16.69,,24.77,15.71,,31.08,,33.98,34.6,16.17,27.39,,,27.85,17.89,,,,43.28,19.32,19.41,26.56,51.2,82.39,26.95,31.73,7.32,20.03,15.11,15.98,,23.21
2024-02-01,23.91,23.15,,19.29,,28.77,23.91,,33.38,,28.69,19.22,15.01,,24.36,16.86,16.69,,24.75,15.53,,31.1,,34.38,34.6,16.15,27.59,,,26.97,17.9,,,,43.33,19.31,19.41,26.52,51.65,82.83,27.24,31.74,7.29,19.87,15.1,15.98,,23.8
2024-02-02,24.36,23.15,,19.29,,28.77,23.91,,33.24,,28.69,18.97,15.13,,24.36,16.86,16.64,,24.75,15.53,,31.1,,34.36,34.6,16.15,27.55,,,27.23,17.98,,,,43.32,19.31,19.4,26.53,52.0,82.97,27.25,31.74,7.34,19.87,15.09,16.03,,24.77
2024-02-03,24.36,22.59,,19.29,,28.77,23.91,,33.1,,28.69,19.09,14.91,,24.36,16.85,16.66,,24.75,15.53,,31.1,,34.36,34.6,16.15,27.98,,,26.64,17.98,,,,43.34,19.31,19.4,26.53,51.84,83.18,27.25,31.74,7.23,19.87,15.09,15.98,,24.37
2024-02-04,24.36,22.34,,19.29,,28.77,23.91,,33.04,,28.69,19.09,14.72,,24.36,16.83,16.59,,24.75,15.53,,31.09,,34.31,34.6,16.15,27.81,,,26.4,18.0,,,,43.26,19.31,19.41,26.53,51.83,83.23,27.22,31.73,7.23,19.87,15.12,15.98,,24.54
2024-02-05,24.36,22.34,,19.29,,28.77,23.91,,33.05,,28.69,19.38,15.05,,24.36,16.79,16.52,,24.75,15.53,,31.09,,34.29,34.6,16.15,27.92,,,27.28,18.01,,,,43.24,19.31,19.41,26.53,52.07,83.35,27.22,31.73,7.21,19.87,15.15,15.98,,24.91
2024-02-06,24.37,22.36,,19.28,,28.8,23.9,,33.33,,28.66,19.32,15.1,,24.37,16.78,16.54,,24.76,15.54,,31.05,,34.27,34.6,16.15,28.29,,,27.75,18.02,,,,43.21,19.31,19.4,26.52,51.44,83.35,27.19,31.74,7.24,19.84,15.12,15.98,,25.09
2024-02-07,24.37,22.36,,19.28,,28.8,23.9,,33.32,,28.66,19.78,15.14,,24.37,16.78,16.5,,24.76,15.53,,31.05,,34.27,34.6,16.15,28.08,,,28.32,18.08,,,,43.18,19.31,19.4,26.52,51.77,83.53,27.23,31.76,7.4,19.84,15.12,15.98,,25.27
2024-02-08,24.37,22.36,,19.28,,28.8,23.9,,33.08,,28.66,19.41,15.13,,24.37,16.77,16.45,,24.76,15.53,,31.05,,34.27,34.6,16.15,28.59,,,29.03,18.1,,,,43.23,19.31,19.4,26.52,51.21,83.87,27.14,31.75,7.34,19.84,15.13,15.98,,25.87
2024-02-09,24.37,22.36,,19.28,,28.8,23.9,,32.73,,28.66,19.26,15.12,,24.37,16.74,16.45,,24.76,15.53,,31.05,,34.27,34.6,16.15,28.57,,,29.72,18.1,,,,43.09,19.31,19.4,26.52,51.13,83.98,27.14,31.75,7.31,19.84,15.19,15.98,,25.75
2024-02-10,24.37,22.36,,19.28,,28.8,23.9,,33.72,,28.66,19.52,15.04,,24.37,16.77,16.45,,24.76,15.57,,31.1,,34.27,34.6,16.15,28.61,,,29.97,18.1,,,,42.99,19.31,19.4,26.53,50.62,83.97,27.24,31.75,7.3,19.84,15.12,15.98,,26.0
2024-02-11,24.33,22.34,,19.25,,28.79,23.91,,33.72,,28.66,19.4,15.19,,24.33,16.77,16.55,,24.76,15.53,,31.06,,34.43,34.6,16.19,28.28,,,30.65,18.07,,,,42.97,19.31,19.39,26.52,51.37,83.56,27.29,31.73,7.41,19.38,15.19,15.97,,26.23
2024-02-12,24.33,22.34,,19.25,,28.79,23.91,,33.85,,28.66,19.59,15.28,,24.33,16.77,16.49,,24.76,15.53,,31.06,,34.45,34.6,16.19,27.96,,,31.07,18.09,,,,42.96,18.42,19.39,26.52,51.59,83.52,27.29,31.75,7.38,19.38,15.22,15.97,,26.4
2024-02-13,24.31,22.33,,19.25,,28.8,23.91,,34.11,,28.66,20.08,15.25,,24.31,16.79,16.48,,24.76,15.53,,31.06,,34.45,34.6,16.25,27.75,,,31.77,18.09,,,,42.91,18.42,19.39,26.52,52.19,83.5,27.29,31.97,7.5,19.38,15.22,15.99,,26.73
2024-02-14,23.94,22.32,,19.24,,28.81,23.94,,34.32,,28.69,19.74,15.27,,23.7,16.79,16.26,,24.74,15.58,,31.15,,34.07,34.61,16.31,27.99,,,32.9,18.1,,,,42.95,18.42,19.38,26.48,52.2,83.56,27.14,31.96,7.56,20.01,15.23,15.99,,27.51
2024-02-15,23.94,22.31,,19.24,,28.81,23.94,,34.49,,28.69,19.73,15.43,,23.7,16.85,16.25,,24.74,15.58,,31.17,,34.04,34.62,16.41,27.64,,,33.76,18.1,,,,42.91,18.42,19.38,26.58,52.19,83.58,27.04,31.96,7.58,20.07,15.16,16.03,,28.18
2024-02-16,23.82,22.31,,19.28,,28.81,23.94,,35.08,,28.69,19.6,15.39,,23.7,16.85,16.31,,24.74,15.58,,31.17,,34.04,34.58,16.41,27.42,,,34.96,18.1,,,,42.97,18.42,19.38,26.65,52.47,83.58,27.04,,7.59,20.03,15.16,16.03,,27.74
2024-02-17,23.7,22.31,,19.29,,28.81,23.52,,34.97,,28.69,19.54,15.38,,23.7,16.85,16.31,,24.74,15.58,,31.17,,34.04,34.58,16.41,27.6,,,34.45,18.1,,,,43.08,18.42,19.38,26.65,52.3,83.68,27.04,,,20.02,15.2,16.03,,28.32
2024-02-18,23.7,22.31,,19.29,,28.81,23.52,,34.92,,28.69,19.44,15.22,,23.7,16.85,16.17,,24.75,15.58,,31.2,,34.03,34.58,16.41,27.47,,,33.77,18.11,,,,43.04,18.42,19.38,26.72,51.65,83.68,27.05,,,19.97,15.15,16.19,,28.66
2024-02-19,23.7,22.31,,19.29,,28.81,23.52,,34.58,,28.69,19.24,15.08,,23.7,16.85,16.2,,24.76,15.58,,31.2,,34.03,34.58,16.41,27.53,,,35.04,18.11,,,,43.06,18.42,19.38,26.72,51.99,83.58,27.05,,,19.97,15.13,16.09,,29.04
2024-02-20,23.61,22.31,,19.29,,28.81,23.52,,,,28.69,20.21,15.09,,23.7,16.85,16.2,,24.76,15.58,,31.2,,34.03,34.58,16.41,27.12,,,35.7,18.11,,,,43.18,18.42,19.38,26.72,51.68,83.49,27.08,,,19.95,15.15,16.08,,29.25
2024-02-21,23.525,22.3,,19.22,,28.81,23.5,,,,28.69,20.27,14.84,,23.55,16.87,16.29,,24.76,15.57,,31.16,,34.26,34.58,16.41,26.63,,,34.92,18.09,,,,43.18,18.42,19.38,26.7,52.09,83.54,27.13,,,19.75,15.18,16.03,,29.86
2024-02-22,23.525,22.3,,19.22,,28.81,23.5,,,,28.69,20.5,14.95,,23.55,16.87,16.21,,24.76,15.57,,31.19,,34.26,34.58,16.4,26.53,,,34.64,18.09,,,,43.17,18.43,19.38,26.71,52.04,83.58,27.25,,,19.75,15.11,16.22,,30.06
