date,Africa (median),Algeria,Angola,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,Congo Republic,Côte d'Ivoire,DR Congo,Djibouti,Egypt,Eswatini,Ethiopia,Gambia,Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Libya,Madagascar,Malawi,Mali,Mauritania,Morocco,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Sierra Leone,Somalia,South Sudan,Sudan,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe
2023-10-10,24.064999999999998,21.48,11.31,19.38,50.55,27.28,23.03,38.41,31.32,41.84,30.95,22.3,13.91,39.42,23.48,16.74,16.0,,24.41,15.03,46.83,33.61,23.15,33.02,33.26,15.74,33.11,21.44,52.98,,18.07,25.26,10.58,68.78,37.72,23.72,15.71,26.47,58.23,80.61,27.51,32.03,5.66,19.39,14.92,15.78,19.73,26.46
2023-10-11,24.275,21.47,11.27,19.38,51.32,29.33,23.41,38.18,31.05,41.74,31.03,22.41,13.91,39.64,23.79,16.73,15.82,,24.7,15.75,46.59,33.37,23.23,32.91,33.23,15.74,33.36,21.76,52.88,,17.94,25.47,10.55,69.43,38.1,23.85,15.71,26.9,58.42,80.69,27.46,31.86,5.63,19.39,14.91,15.81,19.9,26.15
2023-10-12,24.285,21.47,11.27,19.38,51.7,29.33,23.41,38.19,31.44,41.84,31.03,22.59,13.86,39.44,23.79,16.73,15.48,,24.7,15.75,46.61,33.37,23.39,32.94,33.23,15.74,33.32,21.91,52.54,,17.9,26.12,10.57,70.21,38.21,23.87,15.71,27.05,57.82,80.84,29.46,31.92,5.62,19.39,14.92,15.81,19.97,26.56
2023-10-13,24.285,21.47,11.0,19.38,50.6,29.33,23.41,38.67,31.75,41.85,31.03,22.96,13.68,39.72,23.79,16.73,15.48,,24.7,15.75,47.7,33.37,22.48,32.94,33.23,15.74,33.48,22.04,53.02,,17.9,26.47,10.28,70.7,38.21,23.87,15.71,27.05,57.61,80.83,29.44,31.85,5.68,19.39,14.92,15.81,20.02,26.62
2023-10-14,24.285,21.6,11.4,19.41,50.82,29.41,23.03,39.58,32.06,41.8,31.05,22.87,13.75,39.54,23.82,16.74,15.6,,24.7,15.72,47.9,33.37,22.61,33.06,33.25,15.73,33.22,22.25,53.0,,17.91,26.32,10.37,72.91,38.02,23.87,15.69,26.19,57.19,80.83,29.42,31.86,5.72,19.38,14.91,15.82,20.02,26.82
2023-10-15,24.285,21.6,11.69,19.41,50.74,29.44,23.03,38.62,32.06,41.98,31.05,23.09,13.85,39.38,23.82,16.74,15.6,,24.7,15.72,47.53,33.36,22.5,33.08,33.25,15.73,33.12,22.42,53.52,,17.24,26.59,10.2,73.79,37.99,23.87,15.69,26.23,56.38,81.01,29.46,31.86,5.75,19.38,14.91,15.82,20.0,26.88
2023-10-16,24.285,21.6,11.73,19.41,50.71,29.44,23.03,39.12,32.07,42.03,31.05,23.35,13.96,39.23,23.82,16.74,15.6,,24.7,15.72,47.02,33.36,22.98,33.08,33.25,15.73,33.05,22.68,53.21,,17.09,28.02,10.27,73.9,38.0,23.87,15.69,26.23,57.0,80.99,29.45,31.86,5.88,19.38,14.91,15.82,20.37,26.24
2023-10-17,24.285,21.6,11.87,19.41,50.86,29.51,23.03,38.25,32.03,42.15,31.05,23.3,13.96,39.24,23.82,16.74,15.6,,24.7,15.72,46.71,33.36,23.82,33.04,33.25,15.73,32.96,22.93,53.55,,17.0,27.73,10.21,74.44,37.97,23.87,15.69,26.23,57.32,81.03,29.45,31.86,5.88,19.44,14.9,15.82,20.27,26.26
2023-10-18,24.99,21.75,12.96,19.37,50.42,29.66,23.04,37.8,32.13,42.26,31.05,23.55,13.88,39.12,23.82,16.74,15.58,,24.7,15.72,46.76,31.22,24.99,32.75,34.59,15.73,33.02,23.06,53.67,,17.27,27.66,10.14,74.24,38.05,23.87,15.69,26.39,57.63,81.08,29.4,31.86,5.87,19.52,14.89,15.82,20.47,25.92
2023-10-19,24.7,21.75,12.81,19.37,50.26,29.66,23.04,37.56,31.87,42.21,31.05,23.23,13.96,38.95,23.82,16.74,16.28,,24.7,15.72,46.82,31.22,24.64,32.63,34.6,15.73,32.96,23.03,53.43,,17.27,26.44,10.16,74.6,37.98,23.87,15.69,26.39,57.36,81.18,29.42,31.86,5.94,19.56,14.87,15.81,20.56,26.24
2023-10-20,24.7,21.75,12.61,19.37,50.05,29.65,23.04,37.72,32.13,42.24,31.05,23.41,13.98,39.39,23.82,16.74,16.28,,24.7,15.72,46.21,31.22,24.45,32.63,34.6,15.73,33.04,23.11,53.58,,17.27,26.5,10.29,75.14,38.03,23.87,15.69,26.39,57.89,81.23,29.42,31.86,5.83,19.56,14.87,15.81,20.87,25.97
2023-10-21,24.7,21.74,12.6,19.36,50.25,29.65,23.16,37.6,32.28,42.24,28.81,22.59,13.97,39.14,23.79,16.73,16.21,,24.7,15.73,45.17,31.21,24.05,32.55,34.6,15.73,33.14,23.23,53.29,,17.32,26.21,9.83,74.99,37.94,23.88,15.69,26.4,57.42,81.29,29.12,31.84,5.84,19.54,14.88,15.84,20.95,25.25
2023-10-22,24.7,21.74,12.92,19.36,50.06,29.65,23.16,38.48,32.58,42.24,28.81,22.92,13.81,39.11,23.79,16.73,16.24,,24.7,15.73,44.98,31.19,24.34,32.53,34.6,15.73,33.1,23.38,52.57,,17.32,25.36,9.75,75.44,37.86,23.88,15.69,26.4,57.21,81.28,29.28,31.83,5.82,19.69,14.87,15.83,20.96,26.44
2023-10-23,24.7,21.74,12.91,19.36,49.57,29.65,23.16,37.92,32.32,42.31,28.81,22.46,13.76,38.98,23.79,16.73,16.21,,24.7,15.73,45.02,31.19,23.39,32.44,34.6,15.73,33.05,23.45,52.89,,17.32,26.49,9.67,75.86,37.78,23.88,15.69,26.4,56.89,81.34,29.28,31.83,5.85,19.69,14.87,15.82,21.0,26.44
2023-10-24,24.73,22.77,12.78,19.4,48.77,29.99,22.96,37.49,32.54,42.38,28.94,22.09,13.94,38.58,23.8,16.72,16.29,,24.73,15.56,45.2,31.17,23.28,32.64,34.6,15.78,33.03,23.53,52.94,,17.31,26.21,9.62,75.62,37.8,23.89,15.69,26.35,56.61,81.37,29.23,31.72,5.8,19.65,14.88,15.83,20.96,26.85
2023-10-25,24.72,22.77,12.71,19.4,48.51,29.99,22.96,37.04,33.01,42.4,28.94,22.29,14.03,38.04,23.82,16.72,16.3,,24.72,15.62,45.6,31.18,23.45,32.64,34.61,15.78,33.29,23.71,52.71,,17.31,25.78,9.72,75.99,37.69,23.89,15.69,26.35,56.03,81.7,29.17,31.72,5.83,19.65,14.88,15.85,20.69,26.63
2023-10-26,24.72,22.77,12.75,19.4,48.44,29.98,22.75,37.26,33.29,42.38,28.94,21.76,14.02,37.73,23.82,16.72,16.3,,24.72,15.61,46.26,31.18,23.68,32.64,34.6,15.78,33.02,23.52,52.52,,17.41,25.91,9.5,75.8,37.55,23.89,15.77,26.34,56.02,81.79,29.15,31.72,5.81,19.63,14.88,15.84,20.94,27.48
2023-10-27,24.72,22.77,13.07,19.4,48.71,29.89,22.75,37.15,33.18,42.34,28.94,21.7,13.99,37.82,23.8,16.72,16.3,,24.72,15.77,47.0,31.15,22.57,32.64,34.6,15.78,32.97,23.38,52.59,,17.41,25.89,9.27,76.57,37.6,23.9,15.77,26.32,55.52,81.77,29.21,31.86,5.85,19.63,14.88,15.84,21.13,27.24
2023-10-28,24.72,22.77,12.89,19.4,48.98,29.88,23.02,37.41,32.82,42.25,28.94,21.45,13.67,37.72,23.8,16.72,16.3,,24.72,15.82,47.61,31.15,22.93,32.64,34.59,15.78,33.0,23.48,52.86,,17.41,25.36,8.91,77.51,37.53,23.9,15.77,26.32,55.51,81.67,29.21,31.86,5.79,19.63,14.88,15.84,21.04,27.7
2023-10-29,24.72,22.77,13.33,19.4,48.55,29.88,23.03,36.98,32.61,42.42,28.94,21.86,13.8,37.96,23.8,16.72,16.3,,24.72,15.87,48.12,31.16,22.72,32.64,34.59,15.79,33.46,23.61,53.69,,17.4,25.22,8.9,77.89,37.56,23.9,15.77,26.32,55.5,81.65,29.18,31.86,5.88,19.65,14.88,15.85,21.29,28.22
2023-10-30,24.68,22.76,13.59,19.4,48.19,29.8,24.24,36.6,32.98,42.31,28.94,21.87,13.72,38.15,23.82,16.72,17.64,,24.68,15.92,48.01,31.18,22.65,32.64,34.59,15.84,33.1,23.44,53.81,,18.02,25.07,8.75,78.52,37.5,23.88,16.51,26.48,55.99,81.74,27.07,31.89,5.94,20.89,15.46,16.13,21.43,28.48
2023-10-31,24.68,22.76,13.58,19.4,47.75,29.8,24.24,36.98,32.57,42.22,28.94,21.91,13.67,38.18,23.82,16.72,17.64,,24.68,15.92,48.38,31.18,22.45,32.64,34.59,15.84,32.94,23.52,53.74,,18.12,25.53,8.71,78.5,37.49,23.88,16.51,26.47,55.6,81.71,27.09,31.89,5.94,20.79,15.46,16.1,21.3,28.26
2023-11-01,24.67,22.75,13.73,19.39,47.78,29.62,24.29,37.27,32.47,42.17,28.99,22.1,13.8,38.22,23.8,16.72,17.62,,24.67,15.87,47.83,31.17,22.31,32.6,34.59,15.8,32.72,23.25,54.0,,18.12,25.1,8.78,78.02,37.43,23.86,16.51,26.41,54.8,81.83,27.06,31.89,5.92,19.98,15.45,16.07,21.21,28.9
2023-11-02,24.67,22.75,13.64,19.39,48.23,29.62,24.53,37.32,32.75,42.17,28.99,22.19,13.69,38.2,23.8,16.72,17.63,,24.67,15.86,47.83,31.17,22.25,32.6,34.59,15.8,32.99,23.55,54.06,,18.12,24.81,8.68,78.58,37.56,23.86,16.51,26.42,55.51,81.86,27.04,31.89,5.93,20.0,15.47,16.07,21.16,28.93
2023-11-03,24.67,22.75,13.74,19.39,48.16,29.62,24.59,37.25,32.42,42.17,28.99,21.53,13.97,38.24,23.8,16.73,17.63,,24.67,15.86,47.55,31.17,21.71,32.6,34.59,15.8,33.15,23.42,53.57,,18.12,24.92,8.62,79.15,37.44,23.86,16.51,26.42,54.5,81.98,27.06,31.99,6.06,20.0,15.47,16.07,21.15,29.19
2023-11-04,24.67,22.78,13.27,19.39,48.17,29.61,24.54,37.17,32.4,42.23,29.03,21.69,14.12,38.18,23.78,16.73,17.63,,24.67,15.85,47.67,31.18,21.59,32.8,34.6,15.8,33.2,23.41,53.35,,18.11,25.07,8.73,79.66,37.4,23.9,16.51,26.42,54.56,81.97,27.01,31.96,6.04,19.94,15.47,16.06,21.21,29.64
2023-11-05,24.67,22.78,13.13,19.39,47.71,29.61,24.54,35.57,32.36,42.23,29.03,21.37,13.94,38.6,23.78,16.73,17.63,,24.67,15.85,47.81,31.18,21.89,32.8,34.6,15.8,33.11,23.76,53.33,,18.11,24.85,8.63,79.83,37.47,23.9,16.51,26.42,54.41,81.8,27.05,31.96,6.09,20.47,15.47,16.06,20.72,30.34
2023-11-06,24.55,22.63,13.46,19.39,47.36,29.61,24.55,35.47,32.29,42.27,29.03,21.6,13.9,38.75,23.81,16.73,17.69,,24.7,15.85,48.63,31.18,21.75,32.65,34.6,15.76,33.09,23.68,53.12,,18.12,24.31,8.61,80.08,37.53,23.9,16.51,26.37,53.88,81.81,27.05,31.83,6.15,19.91,15.48,16.08,21.01,29.77
2023-11-07,24.57,22.63,13.69,19.39,46.94,29.89,24.57,36.25,32.51,42.45,29.03,20.99,13.82,38.65,23.75,16.73,17.69,,24.67,15.87,47.72,31.19,21.95,32.65,34.6,15.86,33.11,23.75,53.8,,18.12,24.43,8.35,80.11,37.56,23.91,16.51,26.35,53.57,81.83,27.06,31.92,6.14,19.76,15.48,16.14,20.72,29.93
2023-11-08,24.67,22.63,13.37,19.39,47.09,29.89,24.57,36.51,32.37,42.36,29.03,20.61,13.91,38.78,23.75,16.73,17.7,,24.67,15.87,47.74,31.18,21.9,32.65,34.6,15.86,32.97,24.14,53.89,,18.12,24.93,8.28,79.84,37.66,23.91,16.51,26.35,53.29,81.84,27.05,31.92,6.23,19.63,15.48,16.13,20.72,29.45
2023-11-09,24.67,22.63,13.15,19.39,47.58,29.89,24.57,36.88,32.27,42.45,29.03,20.3,13.97,38.87,23.75,16.73,17.7,,24.67,15.87,48.15,31.18,21.62,32.65,34.6,15.86,32.99,23.96,53.76,,18.12,24.91,7.91,79.94,37.44,23.91,16.51,26.33,53.0,81.91,27.01,31.92,6.22,19.62,15.32,16.14,20.94,29.08
2023-11-10,24.67,22.63,13.0,19.39,47.43,29.89,24.57,37.05,32.42,42.41,29.03,19.85,14.3,39.14,23.75,16.73,17.7,,24.67,15.87,48.54,31.18,21.41,32.65,34.6,15.86,32.63,23.54,53.77,,18.12,24.7,8.13,80.66,37.43,23.91,16.51,26.33,53.11,81.89,27.03,31.92,6.43,19.62,15.32,16.14,20.61,28.63
2023-11-11,24.71,22.62,12.82,19.39,47.26,29.96,24.71,36.71,32.31,42.39,29.03,19.7,14.35,39.35,23.79,16.73,17.69,,24.71,15.85,48.7,31.18,21.95,32.68,34.61,15.79,32.52,23.38,54.06,,18.11,24.09,8.01,80.64,37.62,23.9,16.51,26.34,53.39,81.85,27.02,31.65,6.46,19.67,15.32,16.15,21.11,28.42
2023-11-12,24.71,22.62,12.8,19.39,48.22,29.96,24.71,35.71,31.57,42.45,29.03,19.8,14.36,38.9,23.79,16.73,17.69,,24.71,15.85,48.23,31.18,22.36,32.68,34.61,15.79,32.42,23.24,53.84,,18.11,24.21,7.98,80.97,37.68,23.9,16.51,26.34,53.13,81.65,27.04,31.65,6.49,19.67,15.32,16.2,21.06,28.34
2023-11-13,24.69,22.62,12.63,19.39,48.85,29.84,24.77,35.35,31.49,42.39,29.03,19.64,14.43,39.0,23.82,16.73,17.69,,24.69,15.85,48.25,31.13,22.31,32.68,34.61,16.35,32.59,22.88,53.98,,18.11,24.2,7.92,81.31,37.78,24.17,16.51,26.34,52.9,81.7,27.05,31.84,6.5,19.67,15.32,16.28,21.27,28.53
2023-11-14,24.465,22.63,12.6,19.33,48.51,29.86,24.6,35.8,31.62,42.51,29.06,19.28,14.49,39.06,23.88,16.72,17.64,,24.69,15.82,47.86,31.12,22.71,32.71,34.62,16.36,32.23,22.76,,,18.13,24.33,7.78,81.21,37.82,24.18,16.46,26.35,54.07,81.69,27.04,31.86,6.52,19.6,15.33,16.27,21.16,28.22
2023-11-15,24.4,22.62,12.67,19.33,48.34,29.98,24.61,35.95,31.5,42.58,29.06,19.51,14.68,39.05,23.83,16.72,17.64,,24.72,15.83,47.25,31.11,22.51,32.7,34.62,16.34,31.92,22.12,,,18.13,23.49,7.7,81.23,37.86,24.19,16.46,26.35,53.81,81.61,27.05,31.86,6.52,19.6,15.33,16.27,20.92,28.5
2023-11-16,24.4,22.62,12.65,19.33,48.45,29.98,24.61,36.09,31.74,42.55,29.06,19.75,14.67,39.28,23.83,16.72,17.64,,24.72,15.83,46.62,31.11,22.23,32.7,34.62,16.34,30.99,21.6,,,18.14,23.21,7.74,81.25,37.91,24.19,16.46,26.35,53.54,81.84,28.67,31.86,6.53,19.6,15.32,16.14,20.94,28.7
2023-11-17,24.4,22.62,12.69,19.33,48.51,29.98,24.61,36.29,31.33,42.7,29.06,19.86,14.86,39.02,23.83,16.72,17.64,,24.72,15.83,46.61,31.11,22.16,32.7,34.62,16.34,31.62,21.29,,,18.14,23.3,7.83,81.05,37.99,24.19,16.46,26.35,53.18,81.74,28.64,31.85,6.57,19.6,15.32,16.14,20.83,28.9
2023-11-18,24.4,22.62,13.03,19.33,47.94,29.98,24.61,35.97,31.33,42.84,29.06,20.05,14.91,38.97,23.83,16.72,17.64,,24.72,15.83,46.62,31.11,22.71,32.7,34.62,16.34,31.4,21.15,,,18.14,23.35,7.53,81.74,38.0,24.19,16.46,26.35,53.74,81.69,28.64,31.85,6.62,19.6,15.32,16.27,20.53,28.39
2023-11-19,24.395000000000003,22.62,12.91,19.37,47.28,29.98,24.6,35.65,31.31,42.83,29.06,20.5,14.98,39.08,23.83,16.72,17.64,,24.71,15.79,46.64,31.11,22.51,32.7,34.62,16.35,31.35,21.42,,,18.14,23.15,7.27,82.14,38.11,24.19,16.46,26.35,53.02,81.62,28.93,31.85,6.74,19.86,15.32,16.27,20.39,28.49
2023-11-20,24.395000000000003,22.62,12.93,19.37,46.91,29.98,24.6,35.53,31.53,42.96,29.06,20.26,15.24,38.9,23.83,16.72,17.64,,24.71,15.79,47.15,31.11,23.27,32.7,34.62,16.35,31.36,21.12,,,18.14,24.17,7.2,81.86,38.03,24.19,16.46,26.35,53.39,81.55,28.84,31.84,6.72,19.86,15.32,16.27,20.49,29.0
2023-11-21,24.24,22.61,12.85,19.39,46.66,29.99,24.72,35.57,30.88,43.07,29.03,20.1,15.33,,23.84,16.72,17.69,,24.7,15.79,46.98,31.11,23.22,32.72,34.63,16.35,30.97,21.27,,,18.13,24.01,7.09,81.61,38.1,24.24,16.49,26.35,53.22,81.54,28.85,31.85,6.59,19.9,15.33,16.29,20.19,29.04
2023-11-22,24.24,22.61,12.61,19.39,46.93,29.99,24.72,35.31,31.24,43.16,29.03,20.15,15.3,,23.84,16.72,17.68,,24.7,15.79,47.11,31.11,23.46,32.72,34.63,16.35,30.75,20.9,,,18.13,23.28,7.17,81.52,38.17,24.24,16.49,26.37,53.48,81.58,28.63,31.85,6.61,19.9,15.33,16.29,20.19,29.23
2023-11-23,24.24,22.61,13.08,19.39,46.83,29.99,24.7,35.55,31.18,43.31,29.03,19.86,15.42,,23.84,16.72,17.68,,24.7,15.79,46.48,31.11,23.77,32.72,34.63,16.35,30.59,21.23,,,18.13,23.89,7.18,81.52,38.19,24.24,16.49,26.37,52.99,81.66,27.99,31.85,6.72,19.96,15.33,16.29,20.33,29.48
2023-11-24,24.31,22.63,12.95,19.36,47.29,30.02,24.53,36.01,31.06,43.33,29.01,19.53,15.33,,23.95,16.72,17.74,,24.71,15.78,47.06,31.14,23.41,32.74,34.63,16.36,30.6,21.23,,,18.13,24.31,7.19,81.09,38.21,24.24,16.49,26.38,53.38,81.29,27.62,31.85,6.81,19.9,15.32,16.28,19.9,29.22
2023-11-25,24.24,22.63,12.95,19.36,47.36,30.02,24.53,35.85,30.97,43.3,29.01,19.57,15.17,,23.95,16.72,18.35,,24.71,15.78,46.25,31.14,23.23,32.74,34.63,16.36,30.19,21.05,,,18.13,24.06,7.08,80.79,38.46,24.24,16.49,26.38,53.88,81.14,27.34,31.84,6.89,19.9,15.32,16.28,19.62,28.99
2023-11-26,24.38,22.63,13.13,19.36,47.1,30.02,24.53,35.31,31.29,43.28,29.01,19.88,15.18,,23.95,16.72,18.63,,24.71,15.78,46.82,31.14,24.38,32.74,34.63,16.3,30.24,21.24,,,18.51,24.01,6.89,80.98,38.52,24.24,16.49,26.38,54.41,81.18,27.28,31.83,6.93,19.96,15.32,16.28,19.32,29.44
2023-11-27,24.38,22.65,13.26,19.36,47.22,30.02,24.62,34.46,31.24,43.37,29.01,20.11,14.91,,23.95,16.73,17.92,,24.64,15.77,46.7,31.22,24.38,32.74,34.63,16.29,29.92,21.41,,,18.51,23.88,6.84,80.85,38.6,24.24,16.49,26.42,54.04,81.14,27.26,31.83,7.02,19.86,15.32,16.57,19.15,29.54
2023-11-28,24.62,22.65,13.2,19.36,46.71,30.02,24.62,35.46,31.63,43.4,29.01,20.02,15.02,,23.95,16.73,17.93,,24.64,15.77,46.65,31.22,25.02,32.74,34.63,16.33,29.79,21.18,,,18.51,24.12,6.72,80.95,38.71,24.24,16.49,26.42,53.17,81.06,27.27,31.84,6.85,19.86,15.32,16.57,18.88,29.5
2023-11-29,24.61,22.65,12.84,19.36,46.55,30.02,24.61,35.41,31.54,43.31,29.01,19.83,15.08,,23.95,16.73,17.95,,24.65,15.77,46.37,31.22,25.25,32.74,34.59,16.33,29.8,21.23,,,18.51,24.13,6.79,81.45,38.78,24.24,16.49,26.42,52.28,81.36,27.28,31.85,6.82,19.86,15.32,16.57,18.92,30.46
2023-11-30,24.61,22.65,13.07,19.36,46.74,30.01,24.61,35.87,31.77,43.35,29.01,19.95,14.72,,23.95,16.72,17.95,,24.65,15.77,46.98,31.22,25.55,32.75,34.59,16.33,29.69,21.36,,,18.51,24.01,6.48,81.3,38.82,24.24,16.49,26.42,52.37,81.37,27.28,31.84,6.8,19.84,15.32,16.57,18.91,30.41
2023-12-01,24.64,22.65,13.07,19.28,46.86,29.75,24.77,35.55,31.92,43.53,29.02,19.81,14.71,,23.95,16.72,18.07,,24.64,15.77,47.6,31.19,26.44,32.85,34.59,16.34,29.55,21.98,,,18.51,23.9,6.31,81.28,38.84,24.18,16.46,26.37,53.53,81.43,27.29,32.07,6.87,19.79,15.31,16.57,18.27,30.58
2023-12-02,24.63,21.78,13.51,19.28,46.89,29.75,24.77,35.35,31.91,43.54,29.02,20.27,14.68,,23.95,16.75,18.07,,24.63,15.77,47.29,31.16,26.42,32.78,34.58,16.3,29.49,22.24,,,18.51,24.3,6.3,81.34,38.79,24.18,16.5,26.35,52.81,81.47,27.29,32.07,6.99,19.79,15.31,16.56,17.92,30.62
2023-12-03,24.63,21.78,14.03,19.28,46.74,29.75,24.78,35.4,32.21,43.6,29.02,20.77,14.77,,23.95,16.74,18.07,,24.63,15.77,47.39,31.16,27.49,32.78,34.58,16.34,29.48,22.54,,,18.51,24.18,6.44,81.42,38.99,24.18,16.46,26.33,53.11,80.99,27.01,32.07,6.88,19.79,15.31,16.56,17.99,30.69
2023-12-04,24.64,21.78,13.94,19.28,46.89,29.75,24.78,35.75,31.89,43.65,29.02,20.81,14.72,,23.95,16.73,18.06,,24.64,15.77,46.99,31.11,27.1,32.78,34.58,16.34,29.73,22.26,,,18.51,24.25,6.65,81.19,39.1,24.18,16.46,26.31,53.51,80.9,27.01,32.07,6.92,19.79,15.31,16.56,17.93,30.35
2023-12-05,24.64,21.79,14.3,19.34,46.75,29.77,24.87,36.65,31.88,43.69,28.98,20.86,14.77,,23.95,16.72,18.07,,24.63,15.76,46.91,31.1,26.97,32.68,34.58,16.31,30.29,22.05,,,18.52,24.64,6.61,81.07,39.33,24.18,16.46,26.3,53.79,80.75,26.94,32.12,7.1,19.91,15.32,16.56,17.73,29.57
2023-12-06,24.8,21.79,14.36,19.34,46.8,29.77,24.87,36.22,31.75,43.77,28.98,20.56,14.64,,23.95,16.72,18.02,,24.63,15.77,47.04,31.1,27.28,32.68,34.58,16.31,29.89,22.58,,,18.52,24.8,6.63,80.49,39.53,24.18,16.46,26.3,54.18,80.73,26.94,32.12,7.04,19.91,15.32,16.56,17.28,29.65
2023-12-07,24.86,21.79,14.51,19.34,47.35,29.77,24.86,35.28,31.42,44.0,28.98,20.7,14.47,,23.95,16.72,18.0,,24.63,15.77,47.66,30.92,27.27,32.69,34.58,16.31,29.69,22.81,,,18.52,25.25,6.52,80.06,39.5,24.18,16.49,26.22,53.81,80.72,26.94,32.11,7.07,19.91,15.25,16.56,17.44,29.53
2023-12-08,24.744999999999997,21.78,14.5,19.34,,29.77,24.86,34.46,31.56,44.05,28.98,20.72,14.61,,23.95,16.72,18.0,,24.63,15.77,47.07,30.92,27.23,32.69,34.58,16.28,29.27,23.05,,,18.52,25.26,6.37,79.1,39.41,24.18,16.49,26.22,53.11,80.64,26.94,32.11,7.13,19.91,15.25,16.56,17.24,29.55
2023-12-09,24.744999999999997,21.78,14.54,19.34,,29.77,24.86,33.91,31.43,44.18,28.98,20.78,14.34,,23.95,16.72,18.0,,24.63,15.77,46.88,30.91,27.2,32.69,34.58,16.28,29.24,23.12,,,18.52,25.01,6.45,79.01,39.32,24.18,16.49,26.18,52.78,80.52,26.93,32.18,7.18,19.91,15.25,16.56,16.96,29.77
2023-12-10,24.494999999999997,21.78,14.61,19.34,,29.77,24.86,33.52,31.26,44.25,28.98,20.95,14.62,,23.95,16.73,18.0,,24.63,15.77,46.9,30.91,26.6,32.69,34.58,16.28,29.46,23.36,,,18.52,24.36,6.29,79.04,39.43,24.18,16.72,26.18,52.27,80.4,26.96,32.18,7.23,19.91,15.25,16.56,16.95,30.24
2023-12-11,24.455,21.8,14.58,19.23,,29.77,24.87,33.78,31.59,44.35,28.97,20.8,14.68,,23.98,16.73,18.06,,24.63,15.77,46.79,30.9,26.58,32.79,34.58,16.31,29.45,23.71,,,18.52,24.28,6.42,78.7,39.6,24.19,16.72,26.18,52.52,80.36,26.93,32.19,7.21,19.81,15.24,16.56,15.99,30.13
2023-12-12,24.75,21.8,15.03,19.23,,29.77,24.87,34.73,31.86,44.38,28.97,20.8,14.82,,23.98,16.73,18.05,,24.63,15.77,47.05,30.84,26.28,32.79,34.58,16.31,29.49,24.3,,,18.52,25.17,6.24,78.97,39.72,24.19,16.72,26.19,52.55,80.43,26.95,32.21,7.17,19.81,15.24,16.56,15.82,29.3
2023-12-13,24.595,21.8,14.6,19.23,,29.77,24.87,34.25,31.6,44.38,28.97,20.85,14.77,,23.87,16.75,17.9,,24.63,15.77,46.95,30.9,26.67,32.79,34.58,16.31,29.47,24.56,,,18.52,24.33,6.09,79.23,39.75,24.0,16.72,26.18,51.66,80.49,26.95,32.23,7.22,19.78,15.24,16.56,15.61,29.02
2023-12-14,24.67,21.82,14.52,19.23,,29.79,24.72,33.67,31.62,44.52,28.98,20.89,14.57,,24.21,16.8,16.77,,24.67,15.77,47.52,30.91,26.42,32.73,34.6,16.26,29.18,25.16,,,18.52,24.39,6.02,,39.75,24.0,16.75,26.18,51.73,80.54,27.06,32.44,7.18,19.75,15.24,16.52,15.82,29.29
2023-12-15,24.67,21.82,14.94,19.23,,29.79,24.72,33.42,32.02,44.55,28.98,20.8,14.44,,24.21,16.8,16.77,,24.67,15.77,47.73,30.9,26.21,32.73,34.6,16.26,29.5,25.95,,,18.52,24.11,5.89,,39.91,24.0,16.75,26.18,51.59,80.57,27.43,24.93,7.15,19.75,15.24,16.52,15.81,29.36
2023-12-16,24.67,21.85,14.8,19.23,,29.79,24.72,34.08,31.63,44.53,28.98,20.69,14.36,,24.21,16.82,16.73,,24.67,15.77,48.32,30.84,25.69,32.73,34.6,15.74,29.51,26.83,,,18.51,23.86,5.92,,39.89,24.0,16.75,26.17,51.62,80.6,27.43,32.24,7.24,19.78,15.24,16.52,15.65,29.05
2023-12-17,24.67,21.85,14.51,19.23,,29.79,24.72,34.55,31.98,44.57,28.98,20.51,14.39,,24.21,16.8,16.73,,24.67,15.77,48.2,30.84,25.59,32.73,34.6,15.74,29.29,27.57,,,18.51,24.16,5.76,,39.98,24.0,16.75,26.17,51.93,80.55,27.43,32.24,7.2,19.78,15.24,16.52,15.44,28.92
2023-12-18,24.68,21.89,14.31,19.2,,29.79,24.75,34.69,32.13,44.59,28.98,20.9,14.71,,24.21,16.8,16.73,,24.68,15.73,47.86,30.84,25.77,32.73,34.6,15.74,28.88,28.09,,,18.51,24.16,5.66,,39.98,24.0,16.75,26.24,51.87,80.6,27.43,32.24,7.12,19.78,15.24,16.52,15.66,29.21
2023-12-19,24.715,22.26,14.26,19.2,,29.79,24.75,35.44,32.24,44.61,28.98,20.83,14.86,,24.21,16.8,16.73,,24.68,15.73,48.2,30.84,26.3,32.73,34.6,15.74,28.68,28.15,,26.53,18.51,23.91,5.62,,40.13,24.0,16.75,26.24,52.45,80.55,27.37,32.24,7.2,19.78,15.24,16.52,15.5,29.53
2023-12-20,24.71,22.27,14.14,19.2,,29.79,24.74,35.73,32.05,44.77,28.98,20.97,14.79,,24.21,16.8,16.73,,24.68,15.73,48.21,30.84,25.84,32.73,34.6,15.74,28.97,28.6,,26.91,18.51,23.12,5.68,,40.33,24.0,16.75,26.24,52.6,80.55,27.37,32.24,7.25,19.78,15.2,16.52,15.26,29.37
