Country,Creditor,Creditor Type,US$,source
South Africa,European Investment Bank,Multilateral,65300447.6,International Debt Statistics (IDS) Database (December 2022)
South Africa,France,Bilateral,1100608317.5,International Debt Statistics (IDS) Database (December 2022)
South Africa,"Germany, Fed.Rep. Of",Bilateral,281770553.9,International Debt Statistics (IDS) Database (December 2022)
South Africa,Japan,Private,0.0,International Debt Statistics (IDS) Database (December 2022)
South Africa,Multiple Lenders,Multilateral,1000000000.0,International Debt Statistics (IDS) Database (December 2022)
South Africa,Multiple Lenders,Private,7052386001.2,International Debt Statistics (IDS) Database (December 2022)
South Africa,Sweden,Private,0.0,International Debt Statistics (IDS) Database (December 2022)
South Africa,United Kingdom,Private,0.0,International Debt Statistics (IDS) Database (December 2022)
South Africa,United States,Private,2500000000.0,International Debt Statistics (IDS) Database (December 2022)
South Africa,World Bank-IBRD                         ,Multilateral,2082195000.0,International Debt Statistics (IDS) Database (December 2022)
South Africa,World Bank-MIGA,Multilateral,576737000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,African Dev. Bank         ,Multilateral,334938752.8,International Debt Statistics (IDS) Database (December 2022)
Sudan,Algeria,Bilateral,83021947.8,International Debt Statistics (IDS) Database (December 2022)
Sudan,Arab Fund for Economic & Social Development,Multilateral,1059254371.8,International Debt Statistics (IDS) Database (December 2022)
Sudan,Arab Monetary Fund,Multilateral,557029590.3,International Debt Statistics (IDS) Database (December 2022)
Sudan,Austria,Bilateral,223123593.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Austria,Private,1229000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Belgium,Bilateral,156186515.1,International Debt Statistics (IDS) Database (December 2022)
Sudan,Canada,Bilateral,9285000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,China,Bilateral,1191614496.1,International Debt Statistics (IDS) Database (December 2022)
Sudan,Croatia,Bilateral,39903000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Czech Republic,Bilateral,25359000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Denmark,Bilateral,71950739.6,International Debt Statistics (IDS) Database (December 2022)
Sudan,European Investment Bank,Multilateral,51803253.6,International Debt Statistics (IDS) Database (December 2022)
Sudan,France,Bilateral,258077252.2,International Debt Statistics (IDS) Database (December 2022)
Sudan,France,Private,53898000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,"Germany, Fed.Rep. Of",Bilateral,79962744.4,International Debt Statistics (IDS) Database (December 2022)
Sudan,Hungary,Bilateral,5936000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,India,Bilateral,526987000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,International Fund for Agricultural Dev.,Multilateral,154562410.5,International Debt Statistics (IDS) Database (December 2022)
Sudan,"Iran, Islamic Republic Of",Bilateral,102575000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Iraq,Bilateral,71558000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Ireland,Bilateral,1758020.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Islamic Dev. Bank,Multilateral,264804299.9,International Debt Statistics (IDS) Database (December 2022)
Sudan,Italy,Bilateral,252678497.9,International Debt Statistics (IDS) Database (December 2022)
Sudan,Japan,Bilateral,75036186.4,International Debt Statistics (IDS) Database (December 2022)
Sudan,Kuwait,Bilateral,843770407.2,International Debt Statistics (IDS) Database (December 2022)
Sudan,Kuwait,Private,317343856.5,International Debt Statistics (IDS) Database (December 2022)
Sudan,Libya,Bilateral,303614500.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Malaysia,Bilateral,0.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Multiple Lenders,Private,2493897000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Netherlands,Bilateral,82435552.8,International Debt Statistics (IDS) Database (December 2022)
Sudan,Norway,Bilateral,26551934.3,International Debt Statistics (IDS) Database (December 2022)
Sudan,OPEC Fund for International Dev.,Multilateral,75183428.6,International Debt Statistics (IDS) Database (December 2022)
Sudan,Oman,Bilateral,89507000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Pakistan,Bilateral,9978000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Poland,Bilateral,20130000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Qatar,Bilateral,29000000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Romania,Bilateral,125568000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Russian Federation,Bilateral,7700863.2,International Debt Statistics (IDS) Database (December 2022)
Sudan,Saudi Arabia,Bilateral,2152833000.2,International Debt Statistics (IDS) Database (December 2022)
Sudan,Saudi Arabia,Private,16560000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Serbia,Bilateral,27938000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Spain,Bilateral,19672000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Switzerland,Bilateral,125312287.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,Switzerland,Private,1863527140.6,International Debt Statistics (IDS) Database (December 2022)
Sudan,Turkey,Bilateral,47268363.3,International Debt Statistics (IDS) Database (December 2022)
Sudan,United Arab Emirates,Bilateral,327749353.3,International Debt Statistics (IDS) Database (December 2022)
Sudan,United Arab Emirates,Private,74217000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,United Kingdom,Bilateral,237632580.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,United Kingdom,Private,1700884.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,United States,Bilateral,373798000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,United States,Private,5185000.0,International Debt Statistics (IDS) Database (December 2022)
Sudan,World Bank-IDA                         ,Multilateral,1233772000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,African Dev. Bank         ,Multilateral,2575189935.5,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Algeria,Bilateral,15000000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Angola,Bilateral,3406000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Arab African International Bank,Multilateral,11087000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,37436000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Arab Fund for Economic & Social Development,Multilateral,8533000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Austria,Bilateral,678586.3,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Austria,Private,13971760.6,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Belgium,Bilateral,18484769.1,International Debt Statistics (IDS) Database (December 2022)
Tanzania,China,Bilateral,1962895687.5,International Debt Statistics (IDS) Database (December 2022)
Tanzania,China,Private,190240330.5,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Denmark,Private,14330073.8,International Debt Statistics (IDS) Database (December 2022)
Tanzania,European Investment Bank,Multilateral,101209980.9,International Debt Statistics (IDS) Database (December 2022)
Tanzania,France,Bilateral,151978789.2,International Debt Statistics (IDS) Database (December 2022)
Tanzania,France,Private,1910000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,"Germany, Fed.Rep. Of",Private,8407244.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Hong Kong,Private,73568326.3,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Hungary,Private,5783000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,India,Bilateral,472726051.7,International Debt Statistics (IDS) Database (December 2022)
Tanzania,India,Private,1413172.8,International Debt Statistics (IDS) Database (December 2022)
Tanzania,International Fund for Agricultural Dev.,Multilateral,191104902.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,"Iran, Islamic Republic Of",Bilateral,77729000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Iraq,Bilateral,33128218.7,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Italy,Private,1787000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Japan,Bilateral,703083961.6,International Debt Statistics (IDS) Database (December 2022)
Tanzania,"Korea, Republic Of",Bilateral,432065000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Kuwait,Bilateral,85552435.4,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Liberia,Private,953657.5,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Libya,Bilateral,61687000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Multiple Lenders,Private,958333000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Netherlands,Private,20946315.7,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Nordic Development Fund,Multilateral,14142667.8,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Nordic Investment Bank,Multilateral,4270308.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,OPEC Fund for International Dev.,Multilateral,84716000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Poland,Bilateral,72164000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Poland,Private,6080000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Romania,Bilateral,105000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Saudi Arabia,Bilateral,1424533.3,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Serbia,Private,7231001.4,International Debt Statistics (IDS) Database (December 2022)
Tanzania,South Africa,Private,0.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Spain,Bilateral,214000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,Sweden,Bilateral,4933595.9,International Debt Statistics (IDS) Database (December 2022)
Tanzania,United Arab Emirates,Bilateral,19580667.1,International Debt Statistics (IDS) Database (December 2022)
Tanzania,United Kingdom,Bilateral,985028.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,United Kingdom,Private,1016356000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,United States,Private,3927000.0,International Debt Statistics (IDS) Database (December 2022)
Tanzania,World Bank-IDA                         ,Multilateral,8148305000.0,International Debt Statistics (IDS) Database (December 2022)
Togo,African Dev. Bank         ,Multilateral,60878707.9,International Debt Statistics (IDS) Database (December 2022)
Togo,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,16451000.0,International Debt Statistics (IDS) Database (December 2022)
Togo,Belgium,Bilateral,10902783.5,International Debt Statistics (IDS) Database (December 2022)
Togo,Central Bank of West African States (BCEAO),Multilateral,9231000.0,International Debt Statistics (IDS) Database (December 2022)
Togo,China,Bilateral,526592157.9,International Debt Statistics (IDS) Database (December 2022)
Togo,Economic Community of West African States (ECOWAS),Multilateral,22510597.8,International Debt Statistics (IDS) Database (December 2022)
Togo,European Investment Bank,Multilateral,16460319.4,International Debt Statistics (IDS) Database (December 2022)
Togo,France,Bilateral,877376.5,International Debt Statistics (IDS) Database (December 2022)
Togo,France,Private,181361698.7,International Debt Statistics (IDS) Database (December 2022)
Togo,India,Bilateral,41688000.0,International Debt Statistics (IDS) Database (December 2022)
Togo,International Fund for Agricultural Dev.,Multilateral,12749952.4,International Debt Statistics (IDS) Database (December 2022)
Togo,Islamic Dev. Bank,Multilateral,110859891.2,International Debt Statistics (IDS) Database (December 2022)
Togo,Japan,Private,127158237.5,International Debt Statistics (IDS) Database (December 2022)
Togo,Kuwait,Bilateral,33076416.4,International Debt Statistics (IDS) Database (December 2022)
Togo,OPEC Fund for International Dev.,Multilateral,15498000.0,International Debt Statistics (IDS) Database (December 2022)
Togo,Saudi Arabia,Bilateral,12267200.1,International Debt Statistics (IDS) Database (December 2022)
Togo,United Arab Emirates,Bilateral,9761470.4,International Debt Statistics (IDS) Database (December 2022)
Togo,West African Development Bank - BOAD,Multilateral,293362392.8,International Debt Statistics (IDS) Database (December 2022)
Togo,World Bank-IDA                         ,Multilateral,265171000.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,African Dev. Bank         ,Multilateral,3256483008.5,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Algeria,Bilateral,207000000.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,214728900.5,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Arab Fund for Economic & Social Development,Multilateral,794732213.3,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Arab Monetary Fund,Multilateral,84075671.7,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Austria,Bilateral,25400970.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Austria,Private,3429744.5,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Belgium,Bilateral,20466800.9,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Belgium,Private,1881144.3,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Bondholders,Private,6877414500.2,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Canada,Bilateral,8512756.7,International Debt Statistics (IDS) Database (December 2022)
Tunisia,China,Bilateral,52123123.5,International Debt Statistics (IDS) Database (December 2022)
Tunisia,European Bank for Reconstruction and Dev. (EBRD),Multilateral,52910097.8,International Debt Statistics (IDS) Database (December 2022)
Tunisia,European Investment Bank,Multilateral,2084950884.8,International Debt Statistics (IDS) Database (December 2022)
Tunisia,European Social Fund (ESF),Multilateral,368130000.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,European Union,Bilateral,0.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,European Union,Multilateral,613550000.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,France,Bilateral,1141180912.2,International Debt Statistics (IDS) Database (December 2022)
Tunisia,France,Private,190345297.8,International Debt Statistics (IDS) Database (December 2022)
Tunisia,"Germany, Fed.Rep. Of",Bilateral,817074351.8,International Debt Statistics (IDS) Database (December 2022)
Tunisia,"Germany, Fed.Rep. Of",Private,47786955.3,International Debt Statistics (IDS) Database (December 2022)
Tunisia,International Fund for Agricultural Dev.,Multilateral,40048328.5,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Islamic Dev. Bank,Multilateral,981534679.9,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Italy,Bilateral,342990402.3,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Japan,Bilateral,846897616.8,International Debt Statistics (IDS) Database (December 2022)
Tunisia,"Korea, Republic Of",Bilateral,2497570.9,International Debt Statistics (IDS) Database (December 2022)
Tunisia,"Korea, Republic Of",Private,7875527.8,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Kuwait,Bilateral,253863768.1,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Libya,Bilateral,90000000.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Multiple Lenders,Private,144745730.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Nordic Investment Bank,Multilateral,17710734.3,International Debt Statistics (IDS) Database (December 2022)
Tunisia,OPEC Fund for International Dev.,Multilateral,60954983.3,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Qatar,Bilateral,10962000.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Saudi Arabia,Bilateral,735582494.3,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Spain,Bilateral,795782187.2,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Spain,Private,1027082.7,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Switzerland,Private,2282534.6,International Debt Statistics (IDS) Database (December 2022)
Tunisia,Turkey,Bilateral,0.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,United Arab Emirates,Bilateral,67446854.7,International Debt Statistics (IDS) Database (December 2022)
Tunisia,United Kingdom,Private,222375062.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,United States,Bilateral,7401000.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,United States,Private,4736569.7,International Debt Statistics (IDS) Database (December 2022)
Tunisia,World Bank-IBRD                         ,Multilateral,4194614000.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,World Bank-IDA                         ,Multilateral,1052000.0,International Debt Statistics (IDS) Database (December 2022)
Tunisia,World Trade Organization,Multilateral,0.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,African Dev. Bank         ,Multilateral,1629243211.2,International Debt Statistics (IDS) Database (December 2022)
Uganda,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,64798000.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,Austria,Bilateral,2791652.5,International Debt Statistics (IDS) Database (December 2022)
Uganda,Belgium,Private,2607587.5,International Debt Statistics (IDS) Database (December 2022)
Uganda,China,Bilateral,2605913866.1,International Debt Statistics (IDS) Database (December 2022)
Uganda,Eastern & Southern African Trade & Dev. Bank (TDB),Multilateral,368130000.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,European Investment Bank,Multilateral,140213354.4,International Debt Statistics (IDS) Database (December 2022)
Uganda,France,Bilateral,232410210.9,International Debt Statistics (IDS) Database (December 2022)
Uganda,"Germany, Fed.Rep. Of",Bilateral,1149792.7,International Debt Statistics (IDS) Database (December 2022)
Uganda,"Germany, Fed.Rep. Of",Private,10319911.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,India,Bilateral,0.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,International Fund for Agricultural Dev.,Multilateral,268212309.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,Iraq,Bilateral,652.3,International Debt Statistics (IDS) Database (December 2022)
Uganda,Islamic Dev. Bank,Multilateral,341945268.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,Japan,Bilateral,319559973.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,"Korea, Republic Of",Bilateral,26341248.9,International Debt Statistics (IDS) Database (December 2022)
Uganda,Kuwait,Bilateral,34604743.1,International Debt Statistics (IDS) Database (December 2022)
Uganda,Nigeria,Bilateral,9000000.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,Nordic Development Fund,Multilateral,53170868.3,International Debt Statistics (IDS) Database (December 2022)
Uganda,OPEC Fund for International Dev.,Multilateral,49838000.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,Saudi Arabia,Bilateral,35059733.4,International Debt Statistics (IDS) Database (December 2022)
Uganda,South Africa,Private,368130000.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,Spain,Bilateral,0.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,Tanzania,Bilateral,35157000.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,United Arab Emirates,Bilateral,8771409.1,International Debt Statistics (IDS) Database (December 2022)
Uganda,United Kingdom,Bilateral,289755123.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,United Kingdom,Private,138253412.0,International Debt Statistics (IDS) Database (December 2022)
Uganda,World Bank-IDA                         ,Multilateral,4299571000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,African Dev. Bank         ,Multilateral,719671906.8,International Debt Statistics (IDS) Database (December 2022)
Zambia,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,24345000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,Bondholders,Private,3000000000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,Bulgaria,Bilateral,1874647.1,International Debt Statistics (IDS) Database (December 2022)
Zambia,China,Bilateral,3218107949.6,International Debt Statistics (IDS) Database (December 2022)
Zambia,China,Private,551691000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,Denmark,Private,49660000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,Eastern & Southern African Trade & Dev. Bank (TDB),Multilateral,95039000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,European Investment Bank,Multilateral,161946522.5,International Debt Statistics (IDS) Database (December 2022)
Zambia,France,Bilateral,44943764.6,International Debt Statistics (IDS) Database (December 2022)
Zambia,Hong Kong,Private,316968000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,India,Bilateral,264002000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,International Fund for Agricultural Dev.,Multilateral,123196029.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,Iraq,Bilateral,6766.5,International Debt Statistics (IDS) Database (December 2022)
Zambia,Israel,Private,353847000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,Italy,Private,96139603.7,International Debt Statistics (IDS) Database (December 2022)
Zambia,Japan,Bilateral,53411174.4,International Debt Statistics (IDS) Database (December 2022)
Zambia,"Korea, Republic Of",Bilateral,0.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,Kuwait,Bilateral,503952.6,International Debt Statistics (IDS) Database (December 2022)
Zambia,Nordic Development Fund,Multilateral,30473939.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,OPEC Fund for International Dev.,Multilateral,47593567.9,International Debt Statistics (IDS) Database (December 2022)
Zambia,Russian Federation,Bilateral,163733180.1,International Debt Statistics (IDS) Database (December 2022)
Zambia,Saudi Arabia,Bilateral,12763733.3,International Debt Statistics (IDS) Database (December 2022)
Zambia,South Africa,Bilateral,151674000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,South Africa,Private,32894000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,United Arab Emirates,Bilateral,0.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,United Arab Emirates,Private,0.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,United Kingdom,Bilateral,130621000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,United Kingdom,Private,1258641000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,United States,Private,45364000.0,International Debt Statistics (IDS) Database (December 2022)
Zambia,World Bank-IDA                         ,Multilateral,1295958000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,African Dev. Bank         ,Multilateral,49591323.8,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,African Export-Import Bank,Multilateral,16775000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,10544000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Austria,Bilateral,7016557.8,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Austria,Private,8508711.4,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Belgium,Bilateral,2310629.3,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Belgium,Private,23556638.7,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Bondholders,Private,30677.5,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Brazil,Bilateral,35190000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,China,Bilateral,1643747944.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,European Development Fund (EDF),Multilateral,18548843.6,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,European Economic Community (EEC),Multilateral,2358486.2,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,European Investment Bank,Multilateral,157047850.9,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Finland,Bilateral,74020296.2,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Finland,Private,5667000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,France,Bilateral,138435295.3,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,France,Private,88972194.5,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,"Germany, Fed.Rep. Of",Bilateral,444658730.4,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,"Germany, Fed.Rep. Of",Private,15826906.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,India,Bilateral,2742000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,International Fund for Agricultural Dev.,Multilateral,19146929.1,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Italy,Bilateral,102017454.3,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Japan,Bilateral,198378847.8,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Japan,Private,7540000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Kuwait,Bilateral,25042819.5,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Multiple Lenders,Multilateral,20000000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Netherlands,Bilateral,34034020.3,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Netherlands,Private,52636531.1,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Nordic Development Fund,Multilateral,19777766.5,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Norway,Bilateral,24145574.5,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,OPEC Fund for International Dev.,Multilateral,21254000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,South Africa,Private,14145000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Spain,Bilateral,20137000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Spain,Private,11808000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Sweden,Private,50175704.6,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Switzerland,Bilateral,5677.9,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,Switzerland,Private,20895980.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,United Kingdom,Bilateral,31273968.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,United Kingdom,Private,112383866.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,United States,Bilateral,117526000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,United States,Private,18750000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,World Bank-IBRD                         ,Multilateral,433422000.0,International Debt Statistics (IDS) Database (December 2022)
Zimbabwe,World Bank-IDA                         ,Multilateral,476896000.0,International Debt Statistics (IDS) Database (December 2022)
