date,iso_code,indicator_code,value
1960-01-01,ABW,SH.STA.STNT.ME.ZS,
1961-01-01,ABW,SH.STA.STNT.ME.ZS,
1962-01-01,ABW,SH.STA.STNT.ME.ZS,
1963-01-01,ABW,SH.STA.STNT.ME.ZS,
1964-01-01,ABW,SH.STA.STNT.ME.ZS,
1965-01-01,ABW,SH.STA.STNT.ME.ZS,
1966-01-01,ABW,SH.STA.STNT.ME.ZS,
1967-01-01,ABW,SH.STA.STNT.ME.ZS,
1968-01-01,ABW,SH.STA.STNT.ME.ZS,
1969-01-01,ABW,SH.STA.STNT.ME.ZS,
1970-01-01,ABW,SH.STA.STNT.ME.ZS,
1971-01-01,ABW,SH.STA.STNT.ME.ZS,
1972-01-01,ABW,SH.STA.STNT.ME.ZS,
1973-01-01,ABW,SH.STA.STNT.ME.ZS,
1974-01-01,ABW,SH.STA.STNT.ME.ZS,
1975-01-01,ABW,SH.STA.STNT.ME.ZS,
1976-01-01,ABW,SH.STA.STNT.ME.ZS,
1977-01-01,ABW,SH.STA.STNT.ME.ZS,
1978-01-01,ABW,SH.STA.STNT.ME.ZS,
1979-01-01,ABW,SH.STA.STNT.ME.ZS,
1980-01-01,ABW,SH.STA.STNT.ME.ZS,
1981-01-01,ABW,SH.STA.STNT.ME.ZS,
1982-01-01,ABW,SH.STA.STNT.ME.ZS,
1983-01-01,ABW,SH.STA.STNT.ME.ZS,
1984-01-01,ABW,SH.STA.STNT.ME.ZS,
1985-01-01,ABW,SH.STA.STNT.ME.ZS,
1986-01-01,ABW,SH.STA.STNT.ME.ZS,
1987-01-01,ABW,SH.STA.STNT.ME.ZS,
1988-01-01,ABW,SH.STA.STNT.ME.ZS,
1989-01-01,ABW,SH.STA.STNT.ME.ZS,
1990-01-01,ABW,SH.STA.STNT.ME.ZS,
1991-01-01,ABW,SH.STA.STNT.ME.ZS,
1992-01-01,ABW,SH.STA.STNT.ME.ZS,
1993-01-01,ABW,SH.STA.STNT.ME.ZS,
1994-01-01,ABW,SH.STA.STNT.ME.ZS,
1995-01-01,ABW,SH.STA.STNT.ME.ZS,
1996-01-01,ABW,SH.STA.STNT.ME.ZS,
1997-01-01,ABW,SH.STA.STNT.ME.ZS,
1998-01-01,ABW,SH.STA.STNT.ME.ZS,
1999-01-01,ABW,SH.STA.STNT.ME.ZS,
2000-01-01,ABW,SH.STA.STNT.ME.ZS,
2001-01-01,ABW,SH.STA.STNT.ME.ZS,
2002-01-01,ABW,SH.STA.STNT.ME.ZS,
2003-01-01,ABW,SH.STA.STNT.ME.ZS,
2004-01-01,ABW,SH.STA.STNT.ME.ZS,
2005-01-01,ABW,SH.STA.STNT.ME.ZS,
2006-01-01,ABW,SH.STA.STNT.ME.ZS,
2007-01-01,ABW,SH.STA.STNT.ME.ZS,
2008-01-01,ABW,SH.STA.STNT.ME.ZS,
2009-01-01,ABW,SH.STA.STNT.ME.ZS,
2010-01-01,ABW,SH.STA.STNT.ME.ZS,
2011-01-01,ABW,SH.STA.STNT.ME.ZS,
2012-01-01,ABW,SH.STA.STNT.ME.ZS,
2013-01-01,ABW,SH.STA.STNT.ME.ZS,
2014-01-01,ABW,SH.STA.STNT.ME.ZS,
2015-01-01,ABW,SH.STA.STNT.ME.ZS,
2016-01-01,ABW,SH.STA.STNT.ME.ZS,
2017-01-01,ABW,SH.STA.STNT.ME.ZS,
2018-01-01,ABW,SH.STA.STNT.ME.ZS,
2019-01-01,ABW,SH.STA.STNT.ME.ZS,
2020-01-01,ABW,SH.STA.STNT.ME.ZS,
2021-01-01,ABW,SH.STA.STNT.ME.ZS,
2022-01-01,ABW,SH.STA.STNT.ME.ZS,
1960-01-01,AFE,SH.STA.STNT.ME.ZS,
1961-01-01,AFE,SH.STA.STNT.ME.ZS,
1962-01-01,AFE,SH.STA.STNT.ME.ZS,
1963-01-01,AFE,SH.STA.STNT.ME.ZS,
1964-01-01,AFE,SH.STA.STNT.ME.ZS,
1965-01-01,AFE,SH.STA.STNT.ME.ZS,
1966-01-01,AFE,SH.STA.STNT.ME.ZS,
1967-01-01,AFE,SH.STA.STNT.ME.ZS,
1968-01-01,AFE,SH.STA.STNT.ME.ZS,
1969-01-01,AFE,SH.STA.STNT.ME.ZS,
1970-01-01,AFE,SH.STA.STNT.ME.ZS,
1971-01-01,AFE,SH.STA.STNT.ME.ZS,
1972-01-01,AFE,SH.STA.STNT.ME.ZS,
1973-01-01,AFE,SH.STA.STNT.ME.ZS,
1974-01-01,AFE,SH.STA.STNT.ME.ZS,
1975-01-01,AFE,SH.STA.STNT.ME.ZS,
1976-01-01,AFE,SH.STA.STNT.ME.ZS,
1977-01-01,AFE,SH.STA.STNT.ME.ZS,
1978-01-01,AFE,SH.STA.STNT.ME.ZS,
1979-01-01,AFE,SH.STA.STNT.ME.ZS,
1980-01-01,AFE,SH.STA.STNT.ME.ZS,
1981-01-01,AFE,SH.STA.STNT.ME.ZS,
1982-01-01,AFE,SH.STA.STNT.ME.ZS,
1983-01-01,AFE,SH.STA.STNT.ME.ZS,
1984-01-01,AFE,SH.STA.STNT.ME.ZS,
1985-01-01,AFE,SH.STA.STNT.ME.ZS,
1986-01-01,AFE,SH.STA.STNT.ME.ZS,
1987-01-01,AFE,SH.STA.STNT.ME.ZS,
1988-01-01,AFE,SH.STA.STNT.ME.ZS,
1989-01-01,AFE,SH.STA.STNT.ME.ZS,
1990-01-01,AFE,SH.STA.STNT.ME.ZS,
1991-01-01,AFE,SH.STA.STNT.ME.ZS,
1992-01-01,AFE,SH.STA.STNT.ME.ZS,
1993-01-01,AFE,SH.STA.STNT.ME.ZS,
1994-01-01,AFE,SH.STA.STNT.ME.ZS,
1995-01-01,AFE,SH.STA.STNT.ME.ZS,
1996-01-01,AFE,SH.STA.STNT.ME.ZS,
1997-01-01,AFE,SH.STA.STNT.ME.ZS,
1998-01-01,AFE,SH.STA.STNT.ME.ZS,
1999-01-01,AFE,SH.STA.STNT.ME.ZS,
2000-01-01,AFE,SH.STA.STNT.ME.ZS,46.6847835526249
2001-01-01,AFE,SH.STA.STNT.ME.ZS,46.055416763657
2002-01-01,AFE,SH.STA.STNT.ME.ZS,45.4069096526379
2003-01-01,AFE,SH.STA.STNT.ME.ZS,44.7402962176525
2004-01-01,AFE,SH.STA.STNT.ME.ZS,44.00661752888
2005-01-01,AFE,SH.STA.STNT.ME.ZS,43.2748714830696
2006-01-01,AFE,SH.STA.STNT.ME.ZS,42.5161967424735
2007-01-01,AFE,SH.STA.STNT.ME.ZS,41.705648046803
2008-01-01,AFE,SH.STA.STNT.ME.ZS,40.9270613198692
2009-01-01,AFE,SH.STA.STNT.ME.ZS,40.1767349269304
2010-01-01,AFE,SH.STA.STNT.ME.ZS,39.4295433525119
2011-01-01,AFE,SH.STA.STNT.ME.ZS,38.6671696492816
2012-01-01,AFE,SH.STA.STNT.ME.ZS,37.9914622980085
2013-01-01,AFE,SH.STA.STNT.ME.ZS,37.2837404321703
2014-01-01,AFE,SH.STA.STNT.ME.ZS,36.6697569997011
2015-01-01,AFE,SH.STA.STNT.ME.ZS,36.0788608893819
2016-01-01,AFE,SH.STA.STNT.ME.ZS,35.618163532247
2017-01-01,AFE,SH.STA.STNT.ME.ZS,35.1639739536504
2018-01-01,AFE,SH.STA.STNT.ME.ZS,34.7250684379924
2019-01-01,AFE,SH.STA.STNT.ME.ZS,34.2138770024288
2020-01-01,AFE,SH.STA.STNT.ME.ZS,33.6785221465127
2021-01-01,AFE,SH.STA.STNT.ME.ZS,
2022-01-01,AFE,SH.STA.STNT.ME.ZS,
1960-01-01,AFG,SH.STA.STNT.ME.ZS,
1961-01-01,AFG,SH.STA.STNT.ME.ZS,
1962-01-01,AFG,SH.STA.STNT.ME.ZS,
1963-01-01,AFG,SH.STA.STNT.ME.ZS,
1964-01-01,AFG,SH.STA.STNT.ME.ZS,
1965-01-01,AFG,SH.STA.STNT.ME.ZS,
1966-01-01,AFG,SH.STA.STNT.ME.ZS,
1967-01-01,AFG,SH.STA.STNT.ME.ZS,
1968-01-01,AFG,SH.STA.STNT.ME.ZS,
1969-01-01,AFG,SH.STA.STNT.ME.ZS,
1970-01-01,AFG,SH.STA.STNT.ME.ZS,
1971-01-01,AFG,SH.STA.STNT.ME.ZS,
1972-01-01,AFG,SH.STA.STNT.ME.ZS,
1973-01-01,AFG,SH.STA.STNT.ME.ZS,
