date,iso_code,indicator,indicator_code,value
2020-01-01,AFG,HD.HCI.OVRL,HD.HCI.OVRL,0.400284141302109
2020-01-01,AGO,HD.HCI.OVRL,HD.HCI.OVRL,0.362405389547348
2020-01-01,ALB,HD.HCI.OVRL,HD.HCI.OVRL,0.634250938892365
2020-01-01,ARE,HD.HCI.OVRL,HD.HCI.OVRL,0.673011898994446
2020-01-01,ARG,HD.HCI.OVRL,HD.HCI.OVRL,0.602144718170166
2020-01-01,ARM,HD.HCI.OVRL,HD.HCI.OVRL,0.578998804092407
2020-01-01,ATG,HD.HCI.OVRL,HD.HCI.OVRL,0.595703899860382
2020-01-01,AUS,HD.HCI.OVRL,HD.HCI.OVRL,0.770239531993866
2020-01-01,AUT,HD.HCI.OVRL,HD.HCI.OVRL,0.746739745140076
2020-01-01,AZE,HD.HCI.OVRL,HD.HCI.OVRL,0.577767550945282
2020-01-01,BDI,HD.HCI.OVRL,HD.HCI.OVRL,0.386170625686646
2020-01-01,BEL,HD.HCI.OVRL,HD.HCI.OVRL,0.76041966676712
2020-01-01,BEN,HD.HCI.OVRL,HD.HCI.OVRL,0.400290727615356
2020-01-01,BFA,HD.HCI.OVRL,HD.HCI.OVRL,0.383691936731339
2020-01-01,BGD,HD.HCI.OVRL,HD.HCI.OVRL,0.46403643488884
2020-01-01,BGR,HD.HCI.OVRL,HD.HCI.OVRL,0.613898158073425
2020-01-01,BHR,HD.HCI.OVRL,HD.HCI.OVRL,0.652472019195557
2020-01-01,BIH,HD.HCI.OVRL,HD.HCI.OVRL,0.57968407869339
2020-01-01,BLR,HD.HCI.OVRL,HD.HCI.OVRL,0.700078189373016
2020-01-01,BRA,HD.HCI.OVRL,HD.HCI.OVRL,0.551497936248779
2020-01-01,BRN,HD.HCI.OVRL,HD.HCI.OVRL,0.626391351222992
2020-01-01,BTN,HD.HCI.OVRL,HD.HCI.OVRL,0.475297033786774
2020-01-01,BWA,HD.HCI.OVRL,HD.HCI.OVRL,0.414028495550156
2020-01-01,CAF,HD.HCI.OVRL,HD.HCI.OVRL,0.291631907224655
2020-01-01,CAN,HD.HCI.OVRL,HD.HCI.OVRL,0.797520101070404
2020-01-01,CHE,HD.HCI.OVRL,HD.HCI.OVRL,0.756115138530731
2020-01-01,CHL,HD.HCI.OVRL,HD.HCI.OVRL,0.651604175567627
2020-01-01,CHN,HD.HCI.OVRL,HD.HCI.OVRL,0.65310263633728
2020-01-01,CIV,HD.HCI.OVRL,HD.HCI.OVRL,0.379889339208603
2020-01-01,CMR,HD.HCI.OVRL,HD.HCI.OVRL,0.397401511669159
2020-01-01,COD,HD.HCI.OVRL,HD.HCI.OVRL,0.366369277238846
2020-01-01,COG,HD.HCI.OVRL,HD.HCI.OVRL,0.41926571726799
2020-01-01,COL,HD.HCI.OVRL,HD.HCI.OVRL,0.60433030128479
2020-01-01,COM,HD.HCI.OVRL,HD.HCI.OVRL,0.40468829870224
2020-01-01,CRI,HD.HCI.OVRL,HD.HCI.OVRL,0.628635048866272
