date,iso_code,indicator,indicator_code,value
2020-01-01,AFE,SH.DYN.MORT,SH.DYN.MORT,58.158649582168
2020-01-01,AFG,SH.DYN.MORT,SH.DYN.MORT,58.0
2020-01-01,AFW,SH.DYN.MORT,SH.DYN.MORT,93.6270232080024
2020-01-01,AGO,SH.DYN.MORT,SH.DYN.MORT,71.5
2020-01-01,ALB,SH.DYN.MORT,SH.DYN.MORT,9.8
2020-01-01,AND,SH.DYN.MORT,SH.DYN.MORT,2.5
2020-01-01,ARB,SH.DYN.MORT,SH.DYN.MORT,34.0863989893796
2020-01-01,ARE,SH.DYN.MORT,SH.DYN.MORT,6.6
2020-01-01,ARG,SH.DYN.MORT,SH.DYN.MORT,8.6
2020-01-01,ARM,SH.DYN.MORT,SH.DYN.MORT,10.9
2020-01-01,ATG,SH.DYN.MORT,SH.DYN.MORT,6.4
2020-01-01,AUS,SH.DYN.MORT,SH.DYN.MORT,3.7
2020-01-01,AUT,SH.DYN.MORT,SH.DYN.MORT,3.6
2020-01-01,AZE,SH.DYN.MORT,SH.DYN.MORT,19.4
2020-01-01,BDI,SH.DYN.MORT,SH.DYN.MORT,54.4
2020-01-01,BEL,SH.DYN.MORT,SH.DYN.MORT,4.2
2020-01-01,BEN,SH.DYN.MORT,SH.DYN.MORT,85.9
2020-01-01,BFA,SH.DYN.MORT,SH.DYN.MORT,85.0
2020-01-01,BGD,SH.DYN.MORT,SH.DYN.MORT,29.1
2020-01-01,BGR,SH.DYN.MORT,SH.DYN.MORT,6.1
2020-01-01,BHR,SH.DYN.MORT,SH.DYN.MORT,6.8
2020-01-01,BHS,SH.DYN.MORT,SH.DYN.MORT,12.3
2020-01-01,BIH,SH.DYN.MORT,SH.DYN.MORT,5.7
2020-01-01,BLR,SH.DYN.MORT,SH.DYN.MORT,2.9
2020-01-01,BLZ,SH.DYN.MORT,SH.DYN.MORT,11.7
2020-01-01,BOL,SH.DYN.MORT,SH.DYN.MORT,25.4
2020-01-01,BRA,SH.DYN.MORT,SH.DYN.MORT,14.7
2020-01-01,BRB,SH.DYN.MORT,SH.DYN.MORT,12.2
2020-01-01,BRN,SH.DYN.MORT,SH.DYN.MORT,11.5
2020-01-01,BTN,SH.DYN.MORT,SH.DYN.MORT,27.6
2020-01-01,BWA,SH.DYN.MORT,SH.DYN.MORT,44.8
2020-01-01,CAF,SH.DYN.MORT,SH.DYN.MORT,103.0
2020-01-01,CAN,SH.DYN.MORT,SH.DYN.MORT,5.0
2020-01-01,CEB,SH.DYN.MORT,SH.DYN.MORT,4.7457192178564
2020-01-01,CHE,SH.DYN.MORT,SH.DYN.MORT,4.0
2020-01-01,CHL,SH.DYN.MORT,SH.DYN.MORT,6.8
2020-01-01,CHN,SH.DYN.MORT,SH.DYN.MORT,7.3
2020-01-01,CIV,SH.DYN.MORT,SH.DYN.MORT,77.9
2020-01-01,CMR,SH.DYN.MORT,SH.DYN.MORT,72.2
2020-01-01,COD,SH.DYN.MORT,SH.DYN.MORT,81.2
2020-01-01,COG,SH.DYN.MORT,SH.DYN.MORT,44.6
2020-01-01,COL,SH.DYN.MORT,SH.DYN.MORT,13.2
2020-01-01,COM,SH.DYN.MORT,SH.DYN.MORT,61.3
2020-01-01,CPV,SH.DYN.MORT,SH.DYN.MORT,14.2
2020-01-01,CRI,SH.DYN.MORT,SH.DYN.MORT,7.9
2020-01-01,CSS,SH.DYN.MORT,SH.DYN.MORT,16.2405761805236
2020-01-01,CUB,SH.DYN.MORT,SH.DYN.MORT,5.1
2020-01-01,CYP,SH.DYN.MORT,SH.DYN.MORT,2.8
2020-01-01,CZE,SH.DYN.MORT,SH.DYN.MORT,2.9
2020-01-01,DEU,SH.DYN.MORT,SH.DYN.MORT,3.7
2020-01-01,DJI,SH.DYN.MORT,SH.DYN.MORT,55.9
2020-01-01,DMA,SH.DYN.MORT,SH.DYN.MORT,35.4
2020-01-01,DNK,SH.DYN.MORT,SH.DYN.MORT,3.6
2020-01-01,DOM,SH.DYN.MORT,SH.DYN.MORT,33.8
2020-01-01,DZA,SH.DYN.MORT,SH.DYN.MORT,22.7
2020-01-01,EAP,SH.DYN.MORT,SH.DYN.MORT,14.4374606072178
2020-01-01,EAR,SH.DYN.MORT,SH.DYN.MORT,32.7196737626428
2020-01-01,EAS,SH.DYN.MORT,SH.DYN.MORT,13.8
2020-01-01,ECA,SH.DYN.MORT,SH.DYN.MORT,10.8342236143715
2020-01-01,ECS,SH.DYN.MORT,SH.DYN.MORT,7.6
2020-01-01,ECU,SH.DYN.MORT,SH.DYN.MORT,13.0
2020-01-01,EGY,SH.DYN.MORT,SH.DYN.MORT,19.5
2020-01-01,EMU,SH.DYN.MORT,SH.DYN.MORT,3.715279393819
2020-01-01,ERI,SH.DYN.MORT,SH.DYN.MORT,39.3
2020-01-01,ESP,SH.DYN.MORT,SH.DYN.MORT,3.2
2020-01-01,EST,SH.DYN.MORT,SH.DYN.MORT,2.1
2020-01-01,ETH,SH.DYN.MORT,SH.DYN.MORT,48.7
2020-01-01,EUU,SH.DYN.MORT,SH.DYN.MORT,3.90929483196613
2020-01-01,FCS,SH.DYN.MORT,SH.DYN.MORT,75.5681083186927
2020-01-01,FIN,SH.DYN.MORT,SH.DYN.MORT,2.3
2020-01-01,FJI,SH.DYN.MORT,SH.DYN.MORT,27.4
2020-01-01,FRA,SH.DYN.MORT,SH.DYN.MORT,4.4
2020-01-01,FSM,SH.DYN.MORT,SH.DYN.MORT,24.7
2020-01-01,GAB,SH.DYN.MORT,SH.DYN.MORT,41.7
2020-01-01,GBR,SH.DYN.MORT,SH.DYN.MORT,4.2
2020-01-01,GEO,SH.DYN.MORT,SH.DYN.MORT,9.3
2020-01-01,GHA,SH.DYN.MORT,SH.DYN.MORT,44.7
2020-01-01,GIN,SH.DYN.MORT,SH.DYN.MORT,95.6
2020-01-01,GMB,SH.DYN.MORT,SH.DYN.MORT,49.4
2020-01-01,GNB,SH.DYN.MORT,SH.DYN.MORT,76.8
2020-01-01,GNQ,SH.DYN.MORT,SH.DYN.MORT,78.5
2020-01-01,GRC,SH.DYN.MORT,SH.DYN.MORT,4.1
2020-01-01,GRD,SH.DYN.MORT,SH.DYN.MORT,16.4
2020-01-01,GTM,SH.DYN.MORT,SH.DYN.MORT,23.6
2020-01-01,GUY,SH.DYN.MORT,SH.DYN.MORT,28.4
2020-01-01,HIC,SH.DYN.MORT,SH.DYN.MORT,4.9
2020-01-01,HND,SH.DYN.MORT,SH.DYN.MORT,16.2
2020-01-01,HPC,SH.DYN.MORT,SH.DYN.MORT,64.1262855579407
2020-01-01,HRV,SH.DYN.MORT,SH.DYN.MORT,4.6
2020-01-01,HTI,SH.DYN.MORT,SH.DYN.MORT,60.5
2020-01-01,HUN,SH.DYN.MORT,SH.DYN.MORT,4.0
2020-01-01,IBD,SH.DYN.MORT,SH.DYN.MORT,21.0849396184306
2020-01-01,IBT,SH.DYN.MORT,SH.DYN.MORT,39.6722848598455
2020-01-01,IDA,SH.DYN.MORT,SH.DYN.MORT,66.6906533104747
2020-01-01,IDB,SH.DYN.MORT,SH.DYN.MORT,81.6917727072819
2020-01-01,IDN,SH.DYN.MORT,SH.DYN.MORT,23.0
2020-01-01,IDX,SH.DYN.MORT,SH.DYN.MORT,58.9344683075434
2020-01-01,IND,SH.DYN.MORT,SH.DYN.MORT,32.6
2020-01-01,IRL,SH.DYN.MORT,SH.DYN.MORT,3.0
2020-01-01,IRN,SH.DYN.MORT,SH.DYN.MORT,12.9
2020-01-01,IRQ,SH.DYN.MORT,SH.DYN.MORT,25.2
2020-01-01,ISL,SH.DYN.MORT,SH.DYN.MORT,1.9
2020-01-01,ISR,SH.DYN.MORT,SH.DYN.MORT,3.6
2020-01-01,ITA,SH.DYN.MORT,SH.DYN.MORT,2.9
2020-01-01,JAM,SH.DYN.MORT,SH.DYN.MORT,13.3
2020-01-01,JOR,SH.DYN.MORT,SH.DYN.MORT,15.0
2020-01-01,JPN,SH.DYN.MORT,SH.DYN.MORT,2.5
2020-01-01,KAZ,SH.DYN.MORT,SH.DYN.MORT,10.0
2020-01-01,KEN,SH.DYN.MORT,SH.DYN.MORT,41.9
2020-01-01,KGZ,SH.DYN.MORT,SH.DYN.MORT,17.5
2020-01-01,KHM,SH.DYN.MORT,SH.DYN.MORT,25.7
2020-01-01,KIR,SH.DYN.MORT,SH.DYN.MORT,49.6
2020-01-01,KNA,SH.DYN.MORT,SH.DYN.MORT,15.0
2020-01-01,KOR,SH.DYN.MORT,SH.DYN.MORT,3.0
2020-01-01,KWT,SH.DYN.MORT,SH.DYN.MORT,8.9
2020-01-01,LAC,SH.DYN.MORT,SH.DYN.MORT,16.0396161611311
2020-01-01,LAO,SH.DYN.MORT,SH.DYN.MORT,44.1
2020-01-01,LBN,SH.DYN.MORT,SH.DYN.MORT,7.0
2020-01-01,LBR,SH.DYN.MORT,SH.DYN.MORT,78.3
2020-01-01,LBY,SH.DYN.MORT,SH.DYN.MORT,11.1
2020-01-01,LCA,SH.DYN.MORT,SH.DYN.MORT,24.4
2020-01-01,LCN,SH.DYN.MORT,SH.DYN.MORT,16.2
2020-01-01,LDC,SH.DYN.MORT,SH.DYN.MORT,60.654624288249
2020-01-01,LIC,SH.DYN.MORT,SH.DYN.MORT,66.0
2020-01-01,LKA,SH.DYN.MORT,SH.DYN.MORT,6.9
2020-01-01,LMC,SH.DYN.MORT,SH.DYN.MORT,44.9
2020-01-01,LMY,SH.DYN.MORT,SH.DYN.MORT,39.8623003138375
2020-01-01,LSO,SH.DYN.MORT,SH.DYN.MORT,89.5
2020-01-01,LTE,SH.DYN.MORT,SH.DYN.MORT,9.50615444338176
2020-01-01,LTU,SH.DYN.MORT,SH.DYN.MORT,3.3
2020-01-01,LUX,SH.DYN.MORT,SH.DYN.MORT,2.8
2020-01-01,LVA,SH.DYN.MORT,SH.DYN.MORT,4.0
2020-01-01,MAR,SH.DYN.MORT,SH.DYN.MORT,18.7
2020-01-01,MCO,SH.DYN.MORT,SH.DYN.MORT,3.0
2020-01-01,MDA,SH.DYN.MORT,SH.DYN.MORT,14.5
2020-01-01,MDG,SH.DYN.MORT,SH.DYN.MORT,50.2
2020-01-01,MDV,SH.DYN.MORT,SH.DYN.MORT,6.5
2020-01-01,MEA,SH.DYN.MORT,SH.DYN.MORT,21.3
2020-01-01,MEX,SH.DYN.MORT,SH.DYN.MORT,13.7
2020-01-01,MHL,SH.DYN.MORT,SH.DYN.MORT,30.7
2020-01-01,MIC,SH.DYN.MORT,SH.DYN.MORT,33.9900652840203
2020-01-01,MKD,SH.DYN.MORT,SH.DYN.MORT,5.9
2020-01-01,MLI,SH.DYN.MORT,SH.DYN.MORT,91.0
2020-01-01,MLT,SH.DYN.MORT,SH.DYN.MORT,6.5
2020-01-01,MMR,SH.DYN.MORT,SH.DYN.MORT,43.7
2020-01-01,MNA,SH.DYN.MORT,SH.DYN.MORT,23.0443446349577
2020-01-01,MNE,SH.DYN.MORT,SH.DYN.MORT,2.4
2020-01-01,MNG,SH.DYN.MORT,SH.DYN.MORT,15.4
2020-01-01,MOZ,SH.DYN.MORT,SH.DYN.MORT,70.6
2020-01-01,MRT,SH.DYN.MORT,SH.DYN.MORT,70.7
2020-01-01,MUS,SH.DYN.MORT,SH.DYN.MORT,16.5
2020-01-01,MWI,SH.DYN.MORT,SH.DYN.MORT,38.6
2020-01-01,MYS,SH.DYN.MORT,SH.DYN.MORT,8.6
2020-01-01,NAC,SH.DYN.MORT,SH.DYN.MORT,6.2
2020-01-01,NAM,SH.DYN.MORT,SH.DYN.MORT,40.2
2020-01-01,NER,SH.DYN.MORT,SH.DYN.MORT,77.5
2020-01-01,NGA,SH.DYN.MORT,SH.DYN.MORT,113.8
2020-01-01,NIC,SH.DYN.MORT,SH.DYN.MORT,16.0
2020-01-01,NLD,SH.DYN.MORT,SH.DYN.MORT,4.2
2020-01-01,NOR,SH.DYN.MORT,SH.DYN.MORT,2.2
2020-01-01,NPL,SH.DYN.MORT,SH.DYN.MORT,28.2
2020-01-01,NRU,SH.DYN.MORT,SH.DYN.MORT,28.5
2020-01-01,NZL,SH.DYN.MORT,SH.DYN.MORT,4.7
2020-01-01,OED,SH.DYN.MORT,SH.DYN.MORT,6.75725893674202
2020-01-01,OMN,SH.DYN.MORT,SH.DYN.MORT,11.0
2020-01-01,OSS,SH.DYN.MORT,SH.DYN.MORT,46.8476163871024
2020-01-01,PAK,SH.DYN.MORT,SH.DYN.MORT,65.2
2020-01-01,PAN,SH.DYN.MORT,SH.DYN.MORT,14.3
2020-01-01,PER,SH.DYN.MORT,SH.DYN.MORT,12.8
2020-01-01,PHL,SH.DYN.MORT,SH.DYN.MORT,26.4
2020-01-01,PLW,SH.DYN.MORT,SH.DYN.MORT,16.9
2020-01-01,PNG,SH.DYN.MORT,SH.DYN.MORT,43.9
2020-01-01,POL,SH.DYN.MORT,SH.DYN.MORT,4.4
2020-01-01,PRE,SH.DYN.MORT,SH.DYN.MORT,76.6572090511703
2020-01-01,PRK,SH.DYN.MORT,SH.DYN.MORT,16.5
2020-01-01,PRT,SH.DYN.MORT,SH.DYN.MORT,3.3
2020-01-01,PRY,SH.DYN.MORT,SH.DYN.MORT,18.9
2020-01-01,PSE,SH.DYN.MORT,SH.DYN.MORT,16.5
2020-01-01,PSS,SH.DYN.MORT,SH.DYN.MORT,23.8577795341635
2020-01-01,PST,SH.DYN.MORT,SH.DYN.MORT,4.75145969887785
2020-01-01,QAT,SH.DYN.MORT,SH.DYN.MORT,5.8
2020-01-01,ROU,SH.DYN.MORT,SH.DYN.MORT,6.9
2020-01-01,RUS,SH.DYN.MORT,SH.DYN.MORT,5.4
2020-01-01,RWA,SH.DYN.MORT,SH.DYN.MORT,40.5
