date,iso_code,indicator,indicator_code,value
2018-01-01,ABW,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,97.8074188232422
2021-01-01,AFG,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,37.266040802002
2014-01-01,AGO,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,66.0301132202148
2018-01-01,ALB,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,98.1411514282227
2020-01-01,ARB,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,73.3677673339844
2019-01-01,ARE,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,95.526481628418
2018-01-01,ARG,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,99.0038681030273
2020-01-01,ARM,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,99.7886123657227
1980-01-01,ASM,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,97.3441619873047
2015-01-01,ATG,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,98.9499969482422
2019-01-01,AZE,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,99.7959823608398
2017-01-01,BDI,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,68.3753280639648
2018-01-01,BEN,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,42.3624000549316
2018-01-01,BFA,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,39.3458518981934
2020-01-01,BGD,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,74.9088973999023
2011-01-01,BGR,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,98.3524475097656
2010-01-01,BHR,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,90.9774017333984
2013-01-01,BIH,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,96.9917678833008
2019-01-01,BLR,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,99.8740005493164
2000-01-01,BLZ,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,76.9029769897461
