date,iso_code,indicator,indicator_code,value
2019-01-01,AFE,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,3.04368546715315
2019-01-01,AFG,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,1.08443093
2019-01-01,AFW,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,0.74473360672026
2019-01-01,AGO,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,1.04434741
2018-01-01,ALB,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.82499456
2019-01-01,AND,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,4.66368246
2019-01-01,ARB,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.99251035637627
2019-01-01,ARE,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.2357583
2019-01-01,ARG,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,5.93055725
2019-01-01,ARM,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,1.40614879
2019-01-01,ATG,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.59645534
2019-01-01,AUS,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,7.10425138
2019-01-01,AUT,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,7.6176486
2019-01-01,AZE,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,1.28157103
2019-01-01,BDI,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.66726708
2019-01-01,BEL,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,8.18138885
2019-01-01,BEN,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,0.54099613
2019-01-01,BFA,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.28508854
2019-01-01,BGD,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,0.46258456
2019-01-01,BGR,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,4.21549892
2019-01-01,BHR,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.3749764
2019-01-01,BHS,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.98772573
2019-01-01,BIH,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,6.21883726
2019-01-01,BLR,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,4.12527084
2019-01-01,BLZ,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,4.16896009
2019-01-01,BOL,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,4.93192387
2019-01-01,BRA,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,3.90755868
2019-01-01,BRB,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.82451534
2019-01-01,BRN,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.03760552
2019-01-01,BTN,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.6540451
2019-01-01,BWA,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,4.74940634
2019-01-01,CAF,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,0.81950128
2019-01-01,CAN,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,7.60929585
2019-01-01,CEB,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,4.96768290557856
2019-01-01,CHE,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,3.62563658
2019-01-01,CHL,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,4.7519598
2019-01-01,CHN,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,2.99503422
2019-01-01,CIV,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,0.95927447
2019-01-01,CMR,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,0.12061489
2019-01-01,COD,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,0.55936718
2019-01-01,COG,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,0.78319961
