Country,Creditor,Creditor Type,US$
Zimbabwe,India,Bilateral,53779000.0
Zimbabwe,International Fund for Agricultural Dev.,Multilateral,7388455.8
Zimbabwe,Italy,Bilateral,96571135.8
Zimbabwe,Japan,Bilateral,180001751.2
Zimbabwe,Japan,Private,7540000.0
Zimbabwe,Kuwait,Bilateral,26280991.9
Zimbabwe,Multiple Lenders,Multilateral,20000000.0
Zimbabwe,Netherlands,Bilateral,31560750.0
Zimbabwe,Netherlands,Private,43406590.1
Zimbabwe,Nordic Development Fund,Multilateral,19219222.6
Zimbabwe,Norway,Bilateral,23932823.1
Zimbabwe,OPEC Fund for International Dev.,Multilateral,28282000.0
Zimbabwe,South Africa,Private,14145000.0
Zimbabwe,Spain,Bilateral,20137000.0
Zimbabwe,Spain,Private,11808000.0
Zimbabwe,Sweden,Private,47141089.1
Zimbabwe,Switzerland,Bilateral,5478.3
Zimbabwe,Switzerland,Private,20161060.6
Zimbabwe,United Kingdom,Bilateral,33206161.2
Zimbabwe,United Kingdom,Private,112497998.19999999
Zimbabwe,United States,Bilateral,117526000.0
Zimbabwe,United States,Private,18750000.0
Zimbabwe,World Bank-IBRD                         ,Multilateral,430482000.0
Zimbabwe,World Bank-IDA                         ,Multilateral,462439000.0
