year,donor_code,flows_code,value,indicator
2018,83,1160,34.42,ODA (grant equivalent)
2018,84,1160,64.92,ODA (grant equivalent)
2018,22,1160,473.36,ODA (grant equivalent)
2018,7,1160,5658.97,ODA (grant equivalent)
2018,820,1160,556.03,ODA (grant equivalent)
2018,8,1160,4257.62,ODA (grant equivalent)
2018,76,1160,766.04,ODA (grant equivalent)
2018,9,1160,411.12,ODA (grant equivalent)
2018,69,1160,137.74,ODA (grant equivalent)
2018,61,1160,83.51,ODA (grant equivalent)
2018,50,1160,2890.3,ODA (grant equivalent)
2018,10,1160,6001.04,ODA (grant equivalent)
2018,11,1160,3101.01,ODA (grant equivalent)
2018,12,1160,19397.19,ODA (grant equivalent)
2018,302,1160,34152.25,ODA (grant equivalent)
2018,918,1160,16384.54,ODA (grant equivalent)
2021,801,1160,3546.44,ODA (grant equivalent)
2021,1,1160,1466.78,ODA (grant equivalent)
2021,2,1160,2615.51,ODA (grant equivalent)
2021,301,1160,6302.74,ODA (grant equivalent)
2021,68,1160,366.11,ODA (grant equivalent)
2021,3,1160,2921.0,ODA (grant equivalent)
2021,82,1160,60.23,ODA (grant equivalent)
2021,18,1160,1441.22,ODA (grant equivalent)
2021,4,1160,15505.62,ODA (grant equivalent)
2021,5,1160,33272.39,ODA (grant equivalent)
2021,40,1160,340.85,ODA (grant equivalent)
2021,75,1160,435.06,ODA (grant equivalent)
2021,20,1160,70.84,ODA (grant equivalent)
2021,21,1160,1154.89,ODA (grant equivalent)
2021,6,1160,6085.13,ODA (grant equivalent)
2021,701,1160,17635.87,ODA (grant equivalent)
2021,742,1160,2872.51,ODA (grant equivalent)
2021,83,1160,47.62,ODA (grant equivalent)
2021,84,1160,86.39,ODA (grant equivalent)
2021,22,1160,539.37,ODA (grant equivalent)
2021,7,1160,5287.54,ODA (grant equivalent)
2021,820,1160,685.26,ODA (grant equivalent)
2021,8,1160,4672.97,ODA (grant equivalent)
2021,76,1160,983.51,ODA (grant equivalent)
2021,9,1160,458.55,ODA (grant equivalent)
2021,69,1160,155.28,ODA (grant equivalent)
2021,61,1160,116.19,ODA (grant equivalent)
2021,50,1160,3641.9,ODA (grant equivalent)
2021,10,1160,5937.58,ODA (grant equivalent)
2021,11,1160,3912.02,ODA (grant equivalent)
2021,12,1160,15712.01,ODA (grant equivalent)
2021,302,1160,47804.8,ODA (grant equivalent)
2021,918,1160,19054.36,ODA (grant equivalent)
2020,801,1160,2868.76,ODA (grant equivalent)
2020,1,1160,1273.35,ODA (grant equivalent)
2020,2,1160,2343.58,ODA (grant equivalent)
2020,301,1160,5051.67,ODA (grant equivalent)
2020,68,1160,299.14,ODA (grant equivalent)
2020,3,1160,2651.54,ODA (grant equivalent)
2020,82,1160,49.93,ODA (grant equivalent)
2020,18,1160,1278.17,ODA (grant equivalent)
2020,4,1160,14124.7,ODA (grant equivalent)
2020,5,1160,28707.88,ODA (grant equivalent)
2020,40,1160,325.67,ODA (grant equivalent)
2020,75,1160,417.88,ODA (grant equivalent)
2020,20,1160,57.9,ODA (grant equivalent)
2020,21,1160,987.79,ODA (grant equivalent)
2020,6,1160,4248.38,ODA (grant equivalent)
2020,701,1160,16260.25,ODA (grant equivalent)
2020,742,1160,2250.02,ODA (grant equivalent)
2020,83,1160,40.62,ODA (grant equivalent)
2020,84,1160,72.02,ODA (grant equivalent)
2020,22,1160,452.34,ODA (grant equivalent)
2020,7,1160,5358.94,ODA (grant equivalent)
2020,820,1160,529.74,ODA (grant equivalent)
2020,8,1160,4195.69,ODA (grant equivalent)
2020,76,1160,829.25,ODA (grant equivalent)
2020,9,1160,412.66,ODA (grant equivalent)
2020,69,1160,141.2,ODA (grant equivalent)
2020,61,1160,90.73,ODA (grant equivalent)
2020,50,1160,2987.04,ODA (grant equivalent)
2020,10,1160,6349.58,ODA (grant equivalent)
2020,11,1160,3562.86,ODA (grant equivalent)
2020,12,1160,18568.19,ODA (grant equivalent)
2020,302,1160,35576.31,ODA (grant equivalent)
2020,918,1160,19567.8,ODA (grant equivalent)
2019,801,1160,2897.74,ODA (grant equivalent)
2019,1,1160,1229.88,ODA (grant equivalent)
2019,2,1160,2174.57,ODA (grant equivalent)
2019,301,1160,4725.24,ODA (grant equivalent)
2019,68,1160,309.2,ODA (grant equivalent)
2019,3,1160,2553.59,ODA (grant equivalent)
2019,82,1160,48.49,ODA (grant equivalent)
2019,18,1160,1130.77,ODA (grant equivalent)
2019,4,1160,12211.36,ODA (grant equivalent)
2019,5,1160,24197.7,ODA (grant equivalent)
2019,40,1160,367.74,ODA (grant equivalent)
2019,75,1160,312.06,ODA (grant equivalent)
2019,20,1160,61.42,ODA (grant equivalent)
2019,21,1160,973.4,ODA (grant equivalent)
2019,6,1160,4411.33,ODA (grant equivalent)
2019,701,1160,15587.68,ODA (grant equivalent)
2019,742,1160,2463.18,ODA (grant equivalent)
2019,83,1160,34.36,ODA (grant equivalent)
2019,84,1160,67.67,ODA (grant equivalent)
2019,22,1160,471.57,ODA (grant equivalent)
2019,7,1160,5292.0,ODA (grant equivalent)
2019,820,1160,554.76,ODA (grant equivalent)
2019,8,1160,4297.83,ODA (grant equivalent)
2019,76,1160,776.56,ODA (grant equivalent)
2019,9,1160,409.84,ODA (grant equivalent)
2019,69,1160,115.77,ODA (grant equivalent)
2019,61,1160,87.74,ODA (grant equivalent)
2019,50,1160,2943.5,ODA (grant equivalent)
2019,10,1160,5206.66,ODA (grant equivalent)
2019,11,1160,3099.32,ODA (grant equivalent)
2019,12,1160,19366.89,ODA (grant equivalent)
2019,302,1160,33492.34,ODA (grant equivalent)
2019,918,1160,14937.25,ODA (grant equivalent)
2023,801,1160,3253.29,ODA (grant equivalent)
2023,1,1160,1958.53,ODA (grant equivalent)
2023,2,1160,2814.45,ODA (grant equivalent)
2023,301,1160,7965.35,ODA (grant equivalent)
2023,68,1160,810.28,ODA (grant equivalent)
2023,3,1160,3056.51,ODA (grant equivalent)
2023,82,1160,109.5,ODA (grant equivalent)
2023,18,1160,1586.15,ODA (grant equivalent)
2023,4,1160,15049.51,ODA (grant equivalent)
2023,5,1160,37904.78,ODA (grant equivalent)
2023,40,1160,334.32,ODA (grant equivalent)
2023,75,1160,267.62,ODA (grant equivalent)
2023,20,1160,110.76,ODA (grant equivalent)
2023,21,1160,2816.59,ODA (grant equivalent)
2023,6,1160,6121.17,ODA (grant equivalent)
2023,701,1160,19600.37,ODA (grant equivalent)
2023,742,1160,3160.26,ODA (grant equivalent)
2023,83,1160,140.93,ODA (grant equivalent)
2023,84,1160,213.42,ODA (grant equivalent)
2023,22,1160,580.31,ODA (grant equivalent)
2023,7,1160,7361.15,ODA (grant equivalent)
2023,820,1160,763.91,ODA (grant equivalent)
2023,8,1160,5547.97,ODA (grant equivalent)
2023,76,1160,2580.38,ODA (grant equivalent)
2023,9,1160,529.07,ODA (grant equivalent)
2023,69,1160,175.45,ODA (grant equivalent)
2023,61,1160,163.67,ODA (grant equivalent)
2023,50,1160,3879.84,ODA (grant equivalent)
2023,10,1160,5621.87,ODA (grant equivalent)
2023,11,1160,5219.15,ODA (grant equivalent)
2023,12,1160,19072.68,ODA (grant equivalent)
2023,302,1160,64572.17,ODA (grant equivalent)
2023,918,1160,26873.3,ODA (grant equivalent)
2022,801,1160,3045.98,ODA (grant equivalent)
2022,1,1160,1847.06,ODA (grant equivalent)
2022,2,1160,2656.53,ODA (grant equivalent)
2022,301,1160,7835.68,ODA (grant equivalent)
2022,68,1160,1051.26,ODA (grant equivalent)
2022,3,1160,2770.91,ODA (grant equivalent)
2022,82,1160,200.93,ODA (grant equivalent)
2022,18,1160,1615.62,ODA (grant equivalent)
2022,4,1160,16014.21,ODA (grant equivalent)
2022,5,1160,35640.63,ODA (grant equivalent)
2022,40,1160,360.44,ODA (grant equivalent)
2022,75,1160,371.28,ODA (grant equivalent)
2022,20,1160,94.38,ODA (grant equivalent)
2022,21,1160,2410.23,ODA (grant equivalent)
2022,6,1160,6645.78,ODA (grant equivalent)
2022,701,1160,17499.91,ODA (grant equivalent)
2022,742,1160,2809.54,ODA (grant equivalent)
2022,83,1160,144.4,ODA (grant equivalent)
2022,84,1160,243.26,ODA (grant equivalent)
2022,22,1160,530.12,ODA (grant equivalent)
2022,7,1160,6469.96,ODA (grant equivalent)
2022,820,1160,515.23,ODA (grant equivalent)
2022,8,1160,5160.98,ODA (grant equivalent)
2022,76,1160,3496.23,ODA (grant equivalent)
2022,9,1160,522.4,ODA (grant equivalent)
2022,69,1160,171.88,ODA (grant equivalent)
2022,61,1160,168.71,ODA (grant equivalent)
2022,50,1160,4275.53,ODA (grant equivalent)
2022,10,1160,5463.76,ODA (grant equivalent)
2022,11,1160,4497.19,ODA (grant equivalent)
2022,12,1160,15761.81,ODA (grant equivalent)
2022,302,1160,60522.41,ODA (grant equivalent)
2022,918,1160,22534.05,ODA (grant equivalent)
