year,donor_code,flows_code,value,indicator
2020,40,1140,325.67,ODA (net flows)
2020,50,1140,2739.27,ODA (net flows)
2020,61,1140,90.73,ODA (net flows)
2020,68,1140,299.14,ODA (net flows)
2020,69,1140,141.2,ODA (net flows)
2020,75,1140,417.88,ODA (net flows)
2020,76,1140,811.95,ODA (net flows)
2020,82,1140,49.93,ODA (net flows)
2020,84,1140,72.02,ODA (net flows)
2020,301,1140,4870.85,ODA (net flows)
2020,302,1140,35396.41,ODA (net flows)
2020,701,1140,13660.18,ODA (net flows)
2020,742,1140,2292.78,ODA (net flows)
2020,801,1140,2868.76,ODA (net flows)
2020,820,1140,529.74,ODA (net flows)
2020,918,1140,21055.89,ODA (net flows)
2021,1,1140,1492.15,ODA (net flows)
2021,2,1140,2649.18,ODA (net flows)
2021,3,1140,2913.74,ODA (net flows)
2021,4,1140,16721.92,ODA (net flows)
2021,5,1140,32455.57,ODA (net flows)
2021,6,1140,6271.76,ODA (net flows)
2021,7,1140,5265.88,ODA (net flows)
2021,8,1140,4672.97,ODA (net flows)
2021,9,1140,446.64,ODA (net flows)
2021,10,1140,5934.17,ODA (net flows)
2021,11,1140,3911.36,ODA (net flows)
2021,12,1140,16277.78,ODA (net flows)
2021,18,1140,1497.6,ODA (net flows)
2021,20,1140,70.84,ODA (net flows)
2021,21,1140,1154.89,ODA (net flows)
2021,22,1140,539.37,ODA (net flows)
2021,40,1140,340.85,ODA (net flows)
2021,50,1140,3358.48,ODA (net flows)
2021,61,1140,116.19,ODA (net flows)
2021,68,1140,366.11,ODA (net flows)
2021,69,1140,155.28,ODA (net flows)
2021,75,1140,435.06,ODA (net flows)
2021,76,1140,971.22,ODA (net flows)
2021,82,1140,60.23,ODA (net flows)
2021,84,1140,86.39,ODA (net flows)
2021,301,1140,6257.69,ODA (net flows)
2021,302,1140,47528.16,ODA (net flows)
2021,701,1140,15767.0,ODA (net flows)
2021,742,1140,2997.85,ODA (net flows)
2021,801,1140,3546.44,ODA (net flows)
2021,820,1140,685.26,ODA (net flows)
2021,918,1140,20639.08,ODA (net flows)
2022,1,1140,1836.06,ODA (net flows)
2022,2,1140,2687.45,ODA (net flows)
2022,3,1140,2764.33,ODA (net flows)
2022,4,1140,17558.93,ODA (net flows)
2022,5,1140,36444.57,ODA (net flows)
2022,6,1140,6705.85,ODA (net flows)
2022,7,1140,6450.17,ODA (net flows)
2022,8,1140,5160.98,ODA (net flows)
2022,9,1140,439.26,ODA (net flows)
2022,10,1140,5457.97,ODA (net flows)
2022,11,1140,4496.38,ODA (net flows)
2022,12,1140,15761.32,ODA (net flows)
2022,18,1140,1615.08,ODA (net flows)
2022,20,1140,94.38,ODA (net flows)
2022,21,1140,2410.23,ODA (net flows)
2022,22,1140,530.12,ODA (net flows)
2022,40,1140,360.44,ODA (net flows)
2022,50,1140,4046.53,ODA (net flows)
2022,61,1140,168.7,ODA (net flows)
2022,68,1140,1051.26,ODA (net flows)
2022,69,1140,171.88,ODA (net flows)
2022,75,1140,371.28,ODA (net flows)
2022,76,1140,3481.28,ODA (net flows)
2022,82,1140,200.93,ODA (net flows)
2022,84,1140,243.26,ODA (net flows)
2022,301,1140,9274.14,ODA (net flows)
2022,302,1140,60328.68,ODA (net flows)
2022,701,1140,16747.32,ODA (net flows)
2022,742,1140,2906.26,ODA (net flows)
2022,801,1140,3078.79,ODA (net flows)
2022,820,1140,515.23,ODA (net flows)
2022,918,1140,27165.87,ODA (net flows)
2023,1,1140,1830.62,ODA (net flows)
2023,2,1140,2865.67,ODA (net flows)
2023,3,1140,2988.04,ODA (net flows)
2023,4,1140,15830.45,ODA (net flows)
2023,5,1140,41253.29,ODA (net flows)
2023,6,1140,6016.12,ODA (net flows)
2023,7,1140,7266.23,ODA (net flows)
2023,8,1140,5292.93,ODA (net flows)
2023,9,1140,454.91,ODA (net flows)
2023,10,1140,5481.92,ODA (net flows)
2023,11,1140,5191.55,ODA (net flows)
2023,12,1140,18615.65,ODA (net flows)
2023,18,1140,1643.15,ODA (net flows)
2023,20,1140,110.76,ODA (net flows)
2023,21,1140,2816.59,ODA (net flows)
2023,22,1140,580.31,ODA (net flows)
2023,40,1140,334.32,ODA (net flows)
2023,50,1140,3650.44,ODA (net flows)
2023,61,1140,163.67,ODA (net flows)
2023,68,1140,809.02,ODA (net flows)
2023,69,1140,175.45,ODA (net flows)
2023,75,1140,256.61,ODA (net flows)
2023,76,1140,2571.07,ODA (net flows)
2023,82,1140,109.5,ODA (net flows)
2023,84,1140,213.42,ODA (net flows)
2023,301,1140,9077.93,ODA (net flows)
2023,302,1140,64575.43,ODA (net flows)
2023,701,1140,18661.91,ODA (net flows)
2023,742,1140,3296.49,ODA (net flows)
2023,801,1140,3250.51,ODA (net flows)
2023,820,1140,763.91,ODA (net flows)
2023,918,1140,37544.23,ODA (net flows)
